method,dim,metric,median,ci_lo,ci_hi,n_runs
t-SNE,40,knn_acc_k10,0.982,0.973,0.988,3
t-SNE,40,silhouette_2d,0.4888600890379101,0.4596191459856297,0.4933817395955872,3
t-SNE,40,recall_k15,0.2149333333333333,0.2149333333333333,0.2163333333333333,3
t-SNE,80,shepard_p100__vs_truth,0.3095639795111272,0.3046551838496909,0.326603150017279,3
t-SNE,80,shepard_p20__vs_truth,0.0057446884610363,-0.0005617053569927,0.008045261616626,3
t-SNE,80,full_shepard,0.2454537412003503,0.2207226702408065,0.2489131458400303,3
t-SNE,80,shepard_p5__vs_ambient,0.1872786708883012,0.185253891963065,0.1914607028189118,3
t-SNE,80,knn_acc_k10,0.85,0.842,0.862,3
t-SNE,80,silhouette_2d,0.2352054295107714,0.2205792418804414,0.2426082705498361,3
t-SNE,80,recall_k15,0.1665333333333333,0.1652666666666666,0.1687333333333333,3
t-SNE,200,shepard_p100__vs_truth,0.0267599023041931,0.0225769252533529,0.0489759704477064,3
t-SNE,200,shepard_p20__vs_truth,-0.0003369728443892,-0.000853630985025,0.0044753421195788,3
t-SNE,200,full_shepard,0.2179465689404653,0.2173651818892455,0.2284083878192664,3
t-SNE,200,shepard_p5__vs_ambient,0.2043459020159542,0.2022057103234747,0.204480325614709,3
t-SNE,200,knn_acc_k10,0.506,0.496,0.532,3
t-SNE,200,silhouette_2d,-0.0130138880484335,-0.0200439962380276,-0.0102050184793097,3
t-SNE,200,recall_k15,0.1284,0.1268,0.13,3
t-SNE,300,shepard_p100__vs_truth,-0.0017388669104522162,-0.004055717262261705,0.014019320726188108,3
t-SNE,300,shepard_p20__vs_truth,0.0032456673589005345,-0.0008898662111977235,0.008791400337854211,3
t-SNE,300,full_shepard,0.20457209553373765,0.18499812106897823,0.2051187532694255,3
t-SNE,300,shepard_p5__vs_ambient,0.1931666475188743,0.1872608561234526,0.19348424480259888,3
t-SNE,300,knn_acc_k10,0.492,0.466,0.498,3
t-SNE,300,silhouette_2d,-0.02091295667997911,-0.023205782992768504,-0.020203690857668804,3
t-SNE,300,recall_k15,0.13513333333333336,0.13506666666666664,0.14246666666666666,3
t-SNE,400,shepard_p100__vs_truth,0.0218522570440782,0.0088607595794673,0.0236077307864434,3
t-SNE,400,shepard_p20__vs_truth,-0.002830312531863,-0.006365467378936,0.0022686098944208,3
t-SNE,400,full_shepard,0.227245519684139,0.2260471900430814,0.2342878564296838,3
t-SNE,400,shepard_p5__vs_ambient,0.1974717870459594,0.1973705275594953,0.1999671091670161,3
t-SNE,400,knn_acc_k10,0.432,0.42,0.462,3
t-SNE,400,silhouette_2d,-0.0158373185403727,-0.0223719521794494,-0.0156740263627014,3
t-SNE,400,recall_k15,0.1112,0.1063333333333333,0.1134666666666666,3
t-SNE,500,shepard_p100__vs_truth,0.022012059870195853,0.02197424288951973,0.027164703706750216,3
t-SNE,500,shepard_p20__vs_truth,-0.002883266629921179,-0.004947447972330774,-0.0008756166583762443,3
t-SNE,500,full_shepard,0.2176106768620476,0.21327576714253735,0.23048228752372354,3
t-SNE,500,shepard_p5__vs_ambient,0.2084421504108454,0.2018311746230073,0.2128689968167707,3
t-SNE,500,knn_acc_k10,0.424,0.42,0.425,3
t-SNE,500,silhouette_2d,-0.020328776488723842,-0.021668274808408057,-0.016523907330732408,3
t-SNE,500,tight_over_compression,0.007811944241065008,0.00768133645063283,0.007972449594111707,3
t-SNE,500,recall_k15,0.1026,0.099,0.10339999999999999,3
toorPIA,6,shepard_p100__vs_truth,0.692825599937422,0.6928255965623484,0.692825599937422,3
toorPIA,6,shepard_p20__vs_truth,0.0009965917296699722,0.0009965917296699722,0.0009965917316198157,3
toorPIA,6,full_shepard,0.7960985979714094,0.7960985977053646,0.7960985979714094,3
toorPIA,6,shepard_p5__vs_ambient,0.37167406267007613,0.37167406267007613,0.37167406917533247,3
toorPIA,6,knn_acc_k10,1.0,1.0,1.0,3
toorPIA,6,silhouette_2d,0.8976499471195365,0.8976499458327728,0.8976499471195365,3
toorPIA,6,tight_over_compression,0.0731529936678369,0.0731529936678369,0.0731529936678369,3
toorPIA,6,recall_k15,0.27613333333333334,0.27613333333333334,0.27613333333333334,3
toorPIA,40,shepard_p100__vs_truth,0.5976163898161709,0.597616389062151,0.5976165517872899,3
toorPIA,40,shepard_p20__vs_truth,0.00447205637508695,0.004471954089777766,0.004472333930099629,3
toorPIA,40,full_shepard,0.5196546004196133,0.5196545372594917,0.5196546038204973,3
toorPIA,40,shepard_p5__vs_ambient,0.24606285036036374,0.2460628173934659,0.24606318000084113,3
toorPIA,40,knn_acc_k10,1.0,1.0,1.0,3
toorPIA,40,silhouette_2d,0.5576567061240735,0.5576566895541705,0.5576568052179001,3
toorPIA,40,tight_over_compression,0.0155473949468465,0.015547082468057487,0.015547453787937027,3
toorPIA,40,recall_k15,0.07046666666666666,0.07046666666666666,0.07053333333333334,3
toorPIA,80,shepard_p100__vs_truth,0.5502537696251669,0.5502423348357659,0.5502654327685276,3
toorPIA,80,shepard_p20__vs_truth,-0.0020793185721718417,-0.002088259579275967,-0.0020700568703171966,3
toorPIA,80,full_shepard,0.4816828163595076,0.4816819096761431,0.4816831016084323,3
toorPIA,80,shepard_p5__vs_ambient,0.19793853249704918,0.19792391031786014,0.197943423935198,3
toorPIA,80,knn_acc_k10,1.0,1.0,1.0,3
toorPIA,80,silhouette_2d,0.4711008318712162,0.47110025483390067,0.47110707576750976,3
toorPIA,80,tight_over_compression,0.01360991712580804,0.013608781442819663,0.013610191977433583,3
toorPIA,80,recall_k15,0.046599999999999996,0.04653333333333333,0.04666666666666666,3
toorPIA,200,shepard_p100__vs_truth,0.48790788111890854,0.4877511950053053,0.48795040104111326,3
toorPIA,200,shepard_p20__vs_truth,-0.0028120119613450835,-0.0028188432128373195,-0.002797639748310811,3
toorPIA,200,full_shepard,0.44741480296746877,0.44741344693071045,0.4474224059891349,3
toorPIA,200,shepard_p5__vs_ambient,0.19128246832968449,0.19127374486961193,0.19129880296424265,3
toorPIA,200,knn_acc_k10,1.0,1.0,1.0,3
toorPIA,200,silhouette_2d,0.403295483179264,0.4032952385934755,0.4032982858243864,3
toorPIA,200,tight_over_compression,0.012509308886101612,0.012508524922869744,0.01250983413227442,3
toorPIA,200,recall_k15,0.0318,0.03173333333333333,0.03186666666666667,3
toorPIA,300,shepard_p100__vs_truth,0.4649668016461846,0.4649154396799675,0.46515620611347697,3
toorPIA,300,shepard_p20__vs_truth,0.006428184633220121,0.006304610371188894,0.006468919794198376,3
toorPIA,300,full_shepard,0.43203489932964234,0.4320241626433072,0.43203556804045734,3
toorPIA,300,shepard_p5__vs_ambient,0.1822053425288413,0.18215491727096444,0.1822576958784301,3
toorPIA,300,knn_acc_k10,0.997,0.997,0.997,3
toorPIA,300,silhouette_2d,0.38222726261573775,0.3822256690683383,0.38223064219546576,3
toorPIA,300,tight_over_compression,0.012442016184359892,0.01243754453789486,0.012445568625879472,3
toorPIA,300,recall_k15,0.025733333333333334,0.025266666666666666,0.026000000000000002,3
toorPIA,400,shepard_p100__vs_truth,0.4481845180665894,0.4481753878779912,0.448193406118425,3
toorPIA,400,shepard_p20__vs_truth,0.0072507479277064335,0.007246588635707739,0.007510181244000718,3
toorPIA,400,full_shepard,0.4259810026822959,0.4259780152927438,0.42598733886886986,3
toorPIA,400,shepard_p5__vs_ambient,0.1843302644791117,0.18432627284385045,0.18433278399375164,3
toorPIA,400,knn_acc_k10,0.994,0.994,0.994,3
toorPIA,400,silhouette_2d,0.36839597758507864,0.3683913577473532,0.36839669651435286,3
toorPIA,400,tight_over_compression,0.012111482561266412,0.012108785489483147,0.012111632246786647,3
toorPIA,400,recall_k15,0.0242,0.0242,0.024266666666666666,3
toorPIA,500,shepard_p100__vs_truth,0.459406370425905,0.4593751900798279,0.45942739638979796,3
toorPIA,500,shepard_p20__vs_truth,-0.01004915694687084,-0.010081461861575743,-0.0100420350592137,3
toorPIA,500,full_shepard,0.42306248145009606,0.4230607533201403,0.42306306121489146,3
toorPIA,500,shepard_p5__vs_ambient,0.20889449407651478,0.2088914364327485,0.20896805498136173,3
toorPIA,500,knn_acc_k10,0.996,0.996,0.996,3
toorPIA,500,silhouette_2d,0.36388758834994794,0.36388055517247325,0.36388940832183986,3
toorPIA,500,tight_over_compression,0.012162778344931655,0.012162408655510592,0.012163838488503796,3
toorPIA,500,recall_k15,0.0224,0.0222,0.0224,3
toorPIA,768,shepard_p100__vs_truth,0.4461388766913291,0.4461379634685899,0.4462237701287588,3
toorPIA,768,shepard_p20__vs_truth,0.002356541150475936,0.002352759743996558,0.002358293132845023,3
toorPIA,768,full_shepard,0.40476631044774947,0.4047661921514333,0.4047786089264037,3
toorPIA,768,shepard_p5__vs_ambient,0.19943445426885428,0.19943401077830394,0.19952466140733868,3
toorPIA,768,knn_acc_k10,0.991,0.991,0.991,3
toorPIA,768,silhouette_2d,0.3530438830400408,0.3530434690234855,0.35305784217576675,3
toorPIA,768,tight_over_compression,0.011851505877491116,0.011850810022190126,0.011851883943103882,3
toorPIA,768,recall_k15,0.016666666666666666,0.016666666666666666,0.017066666666666667,3
toorPIA,2000,shepard_p100__vs_truth,0.4219777073935402,0.4203673689994095,0.4269490735975664,15
toorPIA,2000,shepard_p20__vs_truth,-0.0017633267053474093,-0.004338537253436506,0.004105192433538617,15
toorPIA,2000,full_shepard,0.3954681061646895,0.38557864401408093,0.40072920123162853,15
toorPIA,2000,shepard_p5__vs_ambient,0.18823344588822483,0.18213851819623886,0.19771740683656613,15
toorPIA,2000,knn_acc_k10,0.953,0.95095,0.955,15
toorPIA,2000,silhouette_2d,0.3304959583600938,0.3300458017258508,0.33404364584245716,15
toorPIA,2000,tight_over_compression,0.011495153651315527,0.011307579566685056,0.011777344611771838,15
toorPIA,2000,recall_k15,0.013000000000000001,0.011066666666666667,0.013266666666666668,15
toorPIA,6000,shepard_p100__vs_truth,0.33663793781752566,0.3342224993431854,0.35482573609645446,15
toorPIA,6000,shepard_p20__vs_truth,-0.0017636502374815712,-0.0051904604208583005,0.00048098615920015954,15
toorPIA,6000,full_shepard,0.3810778645276928,0.37547255821269365,0.3837415524155264,15
toorPIA,6000,shepard_p5__vs_ambient,0.1906758038234469,0.18965043255615047,0.19714806419262282,15
toorPIA,6000,knn_acc_k10,0.821,0.818,0.834,15
toorPIA,6000,silhouette_2d,0.2461992092656517,0.23708176996222977,0.2536287276932369,15
toorPIA,6000,tight_over_compression,0.010933635434595778,0.010872627404375161,0.010980009450499454,15
toorPIA,6000,recall_k15,0.0096,0.008933333333333333,0.01,15
