dataset,snr,method,metric,stochastic,n_runs,median,mean,std,ci_lo,ci_hi
clusters,1.0,toorPIA,shepard_p50__vs_ambient,True,3,0.6848294327660227,0.6848294327660227,0.0,0.6848294327660227,0.6848294327660227
clusters,1.0,toorPIA,shepard_p75__vs_ambient,True,3,0.5844590606915607,0.5844590606915607,0.0,0.5844590606915607,0.5844590606915607
clusters,1.0,toorPIA,shepard_p100__vs_ambient,True,3,0.550118126825466,0.550118126825466,0.0,0.550118126825466,0.550118126825466
clusters,1.0,toorPIA,stress_p5__vs_ambient,True,3,0.4421236478702693,0.4421236478702693,0.0,0.4421236478702693,0.4421236478702693
clusters,1.0,toorPIA,stress_fidelity_p5__vs_ambient,True,3,0.5578763521297306,0.5578763521297306,0.0,0.5578763521297306,0.5578763521297306
clusters,1.0,toorPIA,stress_p10__vs_ambient,True,3,0.4349412343872035,0.4349412343872035,0.0,0.4349412343872035,0.4349412343872035
clusters,1.0,toorPIA,stress_fidelity_p10__vs_ambient,True,3,0.5650587656127966,0.5650587656127966,0.0,0.5650587656127966,0.5650587656127966
clusters,1.0,toorPIA,stress_p20__vs_ambient,True,3,0.58625175818121,0.58625175818121,0.0,0.58625175818121,0.58625175818121
clusters,1.0,toorPIA,stress_fidelity_p20__vs_ambient,True,3,0.41374824181879,0.41374824181879005,5.551115123125783e-17,0.41374824181879,0.41374824181879
clusters,1.0,toorPIA,stress_p30__vs_ambient,True,3,0.4988448306375133,0.4988448306375133,0.0,0.4988448306375133,0.4988448306375133
clusters,1.0,toorPIA,stress_fidelity_p30__vs_ambient,True,3,0.5011551693624867,0.5011551693624867,0.0,0.5011551693624867,0.5011551693624867
clusters,1.0,toorPIA,stress_p50__vs_ambient,True,3,0.42428865700067,0.4242886570006699,5.551115123125783e-17,0.42428865700067,0.42428865700067
clusters,1.0,toorPIA,stress_fidelity_p50__vs_ambient,True,3,0.5757113429993299,0.5757113429993299,0.0,0.5757113429993299,0.5757113429993299
clusters,1.0,toorPIA,stress_p75__vs_ambient,True,3,0.3851160273445969,0.3851160273445969,0.0,0.3851160273445969,0.3851160273445969
clusters,1.0,toorPIA,stress_fidelity_p75__vs_ambient,True,3,0.6148839726554031,0.6148839726554031,0.0,0.6148839726554031,0.6148839726554031
clusters,1.0,toorPIA,stress_p100__vs_ambient,True,3,0.3636329543581369,0.3636329543581369,0.0,0.3636329543581369,0.3636329543581369
clusters,1.0,toorPIA,stress_fidelity_p100__vs_ambient,True,3,0.6363670456418631,0.6363670456418631,0.0,0.6363670456418631,0.6363670456418631
clusters,1.0,toorPIA,pp_shepard_p5__vs_ambient,True,3,0.1933269933591709,0.1933269933591709,0.0,0.1933269933591709,0.1933269933591709
clusters,1.0,toorPIA,pp_shepard_p10__vs_ambient,True,3,0.1947447200442251,0.19474472004422508,2.7755575615628914e-17,0.1947447200442251,0.1947447200442251
clusters,1.0,toorPIA,pp_shepard_p20__vs_ambient,True,3,0.70494315068935,0.70494315068935,0.0,0.70494315068935,0.70494315068935
clusters,1.0,toorPIA,pp_shepard_p30__vs_ambient,True,3,0.8094424719447135,0.8094424719447136,1.1102230246251565e-16,0.8094424719447135,0.8094424719447135
clusters,1.0,toorPIA,pp_shepard_p50__vs_ambient,True,3,0.7101764874982739,0.7101764874982739,0.0,0.7101764874982739,0.7101764874982739
clusters,1.0,toorPIA,pp_shepard_p75__vs_ambient,True,3,0.6045395531268084,0.6045395531268084,0.0,0.6045395531268084,0.6045395531268084
clusters,1.0,toorPIA,pp_shepard_p100__vs_ambient,True,3,0.5501181268254643,0.5501181268254643,0.0,0.5501181268254643,0.5501181268254643
clusters,1.0,toorPIA,full_shepard,True,3,0.550118126825466,0.550118126825466,0.0,0.550118126825466,0.550118126825466
clusters,1.0,toorPIA,full_stress,True,3,0.3636329543581369,0.3636329543581369,0.0,0.3636329543581369,0.3636329543581369
clusters,1.0,toorPIA,full_stress_fidelity,True,3,0.6363670456418631,0.6363670456418631,0.0,0.6363670456418631,0.6363670456418631
clusters,1.0,toorPIA,shepard_p5__vs_truth,True,3,0.0682603163287649,0.0682603163287649,0.0,0.0682603163287649,0.0682603163287649
clusters,1.0,toorPIA,shepard_p10__vs_truth,True,3,0.1278190757889871,0.1278190757889871,0.0,0.1278190757889871,0.1278190757889871
clusters,1.0,toorPIA,shepard_p20__vs_truth,True,3,0.6908879203932462,0.6908879203932462,0.0,0.6908879203932462,0.6908879203932462
clusters,1.0,toorPIA,shepard_p30__vs_truth,True,3,0.7858594482214222,0.7858594482214222,0.0,0.7858594482214222,0.7858594482214222
clusters,1.0,toorPIA,shepard_p50__vs_truth,True,3,0.6638224962666769,0.6638224962666769,0.0,0.6638224962666769,0.6638224962666769
clusters,1.0,toorPIA,shepard_p75__vs_truth,True,3,0.5427651255018372,0.5427651255018372,0.0,0.5427651255018372,0.5427651255018372
clusters,1.0,toorPIA,shepard_p100__vs_truth,True,3,0.4864041855472591,0.4864041855472591,0.0,0.4864041855472591,0.4864041855472591
clusters,1.0,toorPIA,stress_p5__vs_truth,True,3,0.4541682865269456,0.4541682865269456,0.0,0.4541682865269456,0.4541682865269456
clusters,1.0,toorPIA,stress_fidelity_p5__vs_truth,True,3,0.5458317134730544,0.5458317134730544,0.0,0.5458317134730544,0.5458317134730544
clusters,1.0,toorPIA,stress_p10__vs_truth,True,3,0.4473218384592031,0.4473218384592031,0.0,0.4473218384592031,0.4473218384592031
clusters,1.0,toorPIA,stress_fidelity_p10__vs_truth,True,3,0.5526781615407969,0.5526781615407969,0.0,0.5526781615407969,0.5526781615407969
clusters,1.0,toorPIA,stress_p20__vs_truth,True,3,0.359312895777731,0.359312895777731,0.0,0.359312895777731,0.359312895777731
clusters,1.0,toorPIA,stress_fidelity_p20__vs_truth,True,3,0.6406871042222689,0.6406871042222689,0.0,0.6406871042222689,0.6406871042222689
clusters,1.0,toorPIA,stress_p30__vs_truth,True,3,0.3358882741953927,0.33588827419539263,5.551115123125783e-17,0.3358882741953927,0.3358882741953927
clusters,1.0,toorPIA,stress_fidelity_p30__vs_truth,True,3,0.6641117258046072,0.6641117258046072,0.0,0.6641117258046072,0.6641117258046072
clusters,1.0,toorPIA,stress_p50__vs_truth,True,3,0.324165160747754,0.324165160747754,0.0,0.324165160747754,0.324165160747754
clusters,1.0,toorPIA,stress_fidelity_p50__vs_truth,True,3,0.675834839252246,0.675834839252246,0.0,0.675834839252246,0.675834839252246
clusters,1.0,toorPIA,stress_p75__vs_truth,True,3,0.3180197980218723,0.3180197980218723,0.0,0.3180197980218723,0.3180197980218723
clusters,1.0,toorPIA,stress_fidelity_p75__vs_truth,True,3,0.6819802019781276,0.6819802019781275,1.1102230246251565e-16,0.6819802019781276,0.6819802019781276
clusters,1.0,toorPIA,stress_p100__vs_truth,True,3,0.3131328059258639,0.3131328059258639,0.0,0.3131328059258639,0.3131328059258639
clusters,1.0,toorPIA,stress_fidelity_p100__vs_truth,True,3,0.6868671940741361,0.6868671940741361,0.0,0.6868671940741361,0.6868671940741361
clusters,1.0,toorPIA,pp_shepard_p5__vs_truth,True,3,0.0866912402433589,0.0866912402433589,0.0,0.0866912402433589,0.0866912402433589
clusters,1.0,toorPIA,pp_shepard_p10__vs_truth,True,3,0.1372104362899961,0.1372104362899961,0.0,0.1372104362899961,0.1372104362899961
clusters,1.0,toorPIA,pp_shepard_p20__vs_truth,True,3,0.6930831503223315,0.6930831503223315,0.0,0.6930831503223315,0.6930831503223315
clusters,1.0,toorPIA,pp_shepard_p30__vs_truth,True,3,0.7950096465390437,0.7950096465390436,1.1102230246251565e-16,0.7950096465390437,0.7950096465390437
clusters,1.0,toorPIA,pp_shepard_p50__vs_truth,True,3,0.6797103281248218,0.6797103281248219,1.1102230246251565e-16,0.6797103281248218,0.6797103281248218
clusters,1.0,toorPIA,pp_shepard_p75__vs_truth,True,3,0.5565004061034923,0.5565004061034923,0.0,0.5565004061034923,0.5565004061034923
clusters,1.0,toorPIA,pp_shepard_p100__vs_truth,True,3,0.4864041855472603,0.4864041855472603,0.0,0.4864041855472603,0.4864041855472603
clusters,1.0,toorPIA,cluster_ratio_truth,True,3,0.1100746913740618,0.1100746913740618,0.0,0.1100746913740618,0.1100746913740618
clusters,1.0,toorPIA,cluster_ratio_2d,True,3,0.1856138224001277,0.1856138224001277,0.0,0.1856138224001277,0.1856138224001277
clusters,1.0,toorPIA,cluster_over_compression,True,3,0.593030680316328,0.593030680316328,0.0,0.593030680316328,0.593030680316328
clusters,1.0,toorPIA,recall_k5,True,3,0.0468,0.0468,0.0,0.0468,0.0468
clusters,1.0,toorPIA,recall_k15,True,3,0.137,0.137,0.0,0.137,0.137
clusters,1.0,toorPIA,recall_k30,True,3,0.2619666666666667,0.2619666666666667,0.0,0.2619666666666667,0.2619666666666667
clusters,1.0,toorPIA,trust_k5,True,3,0.940702620967742,0.940702620967742,0.0,0.940702620967742,0.940702620967742
clusters,1.0,toorPIA,trust_k15,True,3,0.9491679290344592,0.9491679290344592,0.0,0.9491679290344592,0.9491679290344592
clusters,1.0,toorPIA,trust_k30,True,3,0.9601735638204992,0.9601735638204992,0.0,0.9601735638204992,0.9601735638204992
clusters,1.0,toorPIA,cont_k5,True,3,0.9463288306451612,0.9463288306451613,1.1102230246251565e-16,0.9463288306451612,0.9463288306451612
clusters,1.0,toorPIA,cont_k15,True,3,0.9531627430910952,0.9531627430910952,0.0,0.9531627430910952,0.9531627430910952
clusters,1.0,toorPIA,cont_k30,True,3,0.9627258250392876,0.9627258250392877,1.1102230246251565e-16,0.9627258250392876,0.9627258250392876
density,1.0,Isomap,shepard_p5__vs_ambient,False,1,0.0049923678777417,0.0049923678777417,0.0,0.0049923678777417,0.0049923678777417
density,1.0,Isomap,shepard_p10__vs_ambient,False,1,-0.0160256385205154,-0.0160256385205154,0.0,-0.0160256385205154,-0.0160256385205154
density,1.0,Isomap,shepard_p20__vs_ambient,False,1,-0.0496369650409755,-0.0496369650409755,0.0,-0.0496369650409755,-0.0496369650409755
density,1.0,Isomap,shepard_p30__vs_ambient,False,1,0.5005538554387943,0.5005538554387943,0.0,0.5005538554387943,0.5005538554387943
density,1.0,Isomap,shepard_p50__vs_ambient,False,1,0.6602865026333778,0.6602865026333778,0.0,0.6602865026333778,0.6602865026333778
density,1.0,Isomap,shepard_p75__vs_ambient,False,1,0.61393255231315,0.61393255231315,0.0,0.61393255231315,0.61393255231315
density,1.0,Isomap,shepard_p100__vs_ambient,False,1,0.559274241799301,0.559274241799301,0.0,0.559274241799301,0.559274241799301
density,1.0,Isomap,stress_p5__vs_ambient,False,1,0.4906176322830384,0.4906176322830384,0.0,0.4906176322830384,0.4906176322830384
density,1.0,Isomap,stress_fidelity_p5__vs_ambient,False,1,0.5093823677169615,0.5093823677169615,0.0,0.5093823677169615,0.5093823677169615
density,1.0,Isomap,stress_p10__vs_ambient,False,1,0.4943022536489068,0.4943022536489068,0.0,0.4943022536489068,0.4943022536489068
density,1.0,Isomap,stress_fidelity_p10__vs_ambient,False,1,0.5056977463510932,0.5056977463510932,0.0,0.5056977463510932,0.5056977463510932
density,1.0,Isomap,stress_p20__vs_ambient,False,1,0.4993318666113557,0.4993318666113557,0.0,0.4993318666113557,0.4993318666113557
density,1.0,Isomap,stress_fidelity_p20__vs_ambient,False,1,0.5006681333886442,0.5006681333886442,0.0,0.5006681333886442,0.5006681333886442
density,1.0,Isomap,stress_p30__vs_ambient,False,1,0.5693368846136042,0.5693368846136042,0.0,0.5693368846136042,0.5693368846136042
density,1.0,Isomap,stress_fidelity_p30__vs_ambient,False,1,0.4306631153863958,0.4306631153863958,0.0,0.4306631153863958,0.4306631153863958
density,1.0,Isomap,stress_p50__vs_ambient,False,1,0.5268940298732857,0.5268940298732857,0.0,0.5268940298732857,0.5268940298732857
density,1.0,Isomap,stress_fidelity_p50__vs_ambient,False,1,0.4731059701267143,0.4731059701267143,0.0,0.4731059701267143,0.4731059701267143
density,1.0,Isomap,stress_p75__vs_ambient,False,1,0.4929439258933888,0.4929439258933888,0.0,0.4929439258933888,0.4929439258933888
density,1.0,Isomap,stress_fidelity_p75__vs_ambient,False,1,0.5070560741066111,0.5070560741066111,0.0,0.5070560741066111,0.5070560741066111
density,1.0,Isomap,stress_p100__vs_ambient,False,1,0.4696395654796702,0.4696395654796702,0.0,0.4696395654796702,0.4696395654796702
density,1.0,Isomap,stress_fidelity_p100__vs_ambient,False,1,0.5303604345203299,0.5303604345203299,0.0,0.5303604345203299,0.5303604345203299
density,1.0,Isomap,pp_shepard_p5__vs_ambient,False,1,0.6413188349633344,0.6413188349633344,0.0,0.6413188349633344,0.6413188349633344
density,1.0,Isomap,pp_shepard_p10__vs_ambient,False,1,0.670782440124371,0.670782440124371,0.0,0.670782440124371,0.670782440124371
density,1.0,Isomap,pp_shepard_p20__vs_ambient,False,1,0.684104152060334,0.684104152060334,0.0,0.684104152060334,0.684104152060334
density,1.0,Isomap,pp_shepard_p30__vs_ambient,False,1,0.6892315334470807,0.6892315334470807,0.0,0.6892315334470807,0.6892315334470807
density,1.0,Isomap,pp_shepard_p50__vs_ambient,False,1,0.6903554560904892,0.6903554560904892,0.0,0.6903554560904892,0.6903554560904892
density,1.0,Isomap,pp_shepard_p75__vs_ambient,False,1,0.6001565533832585,0.6001565533832585,0.0,0.6001565533832585,0.6001565533832585
density,1.0,Isomap,pp_shepard_p100__vs_ambient,False,1,0.5592742417993017,0.5592742417993017,0.0,0.5592742417993017,0.5592742417993017
density,1.0,Isomap,full_shepard,False,1,0.559274241799301,0.559274241799301,0.0,0.559274241799301,0.559274241799301
density,1.0,Isomap,full_stress,False,1,0.4696395654796702,0.4696395654796702,0.0,0.4696395654796702,0.4696395654796702
density,1.0,Isomap,full_stress_fidelity,False,1,0.5303604345203299,0.5303604345203299,0.0,0.5303604345203299,0.5303604345203299
density,1.0,Isomap,shepard_p5__vs_truth,False,1,0.0164494486215731,0.0164494486215731,0.0,0.0164494486215731,0.0164494486215731
density,1.0,Isomap,shepard_p10__vs_truth,False,1,0.0261703177174351,0.0261703177174351,0.0,0.0261703177174351,0.0261703177174351
density,1.0,Isomap,shepard_p20__vs_truth,False,1,0.0746909818252067,0.0746909818252067,0.0,0.0746909818252067,0.0746909818252067
density,1.0,Isomap,shepard_p30__vs_truth,False,1,0.550559665933924,0.550559665933924,0.0,0.550559665933924,0.550559665933924
density,1.0,Isomap,shepard_p50__vs_truth,False,1,0.6734096717652703,0.6734096717652703,0.0,0.6734096717652703,0.6734096717652703
density,1.0,Isomap,shepard_p75__vs_truth,False,1,0.6147047171374421,0.6147047171374421,0.0,0.6147047171374421,0.6147047171374421
density,1.0,Isomap,shepard_p100__vs_truth,False,1,0.556554022645159,0.556554022645159,0.0,0.556554022645159,0.556554022645159
density,1.0,Isomap,stress_p5__vs_truth,False,1,0.5013207988492371,0.5013207988492371,0.0,0.5013207988492371,0.5013207988492371
density,1.0,Isomap,stress_fidelity_p5__vs_truth,False,1,0.4986792011507629,0.4986792011507629,0.0,0.4986792011507629,0.4986792011507629
density,1.0,Isomap,stress_p10__vs_truth,False,1,0.5037842362595258,0.5037842362595258,0.0,0.5037842362595258,0.5037842362595258
density,1.0,Isomap,stress_fidelity_p10__vs_truth,False,1,0.4962157637404741,0.4962157637404741,0.0,0.4962157637404741,0.4962157637404741
density,1.0,Isomap,stress_p20__vs_truth,False,1,0.5142647319233784,0.5142647319233784,0.0,0.5142647319233784,0.5142647319233784
density,1.0,Isomap,stress_fidelity_p20__vs_truth,False,1,0.4857352680766216,0.4857352680766216,0.0,0.4857352680766216,0.4857352680766216
density,1.0,Isomap,stress_p30__vs_truth,False,1,0.5074191390008612,0.5074191390008612,0.0,0.5074191390008612,0.5074191390008612
density,1.0,Isomap,stress_fidelity_p30__vs_truth,False,1,0.4925808609991388,0.4925808609991388,0.0,0.4925808609991388,0.4925808609991388
density,1.0,Isomap,stress_p50__vs_truth,False,1,0.449375158383397,0.449375158383397,0.0,0.449375158383397,0.449375158383397
density,1.0,Isomap,stress_fidelity_p50__vs_truth,False,1,0.5506248416166031,0.5506248416166031,0.0,0.5506248416166031,0.5506248416166031
density,1.0,Isomap,stress_p75__vs_truth,False,1,0.4399026134841114,0.4399026134841114,0.0,0.4399026134841114,0.4399026134841114
density,1.0,Isomap,stress_fidelity_p75__vs_truth,False,1,0.5600973865158886,0.5600973865158886,0.0,0.5600973865158886,0.5600973865158886
density,1.0,Isomap,stress_p100__vs_truth,False,1,0.4489462288191024,0.4489462288191024,0.0,0.4489462288191024,0.4489462288191024
density,1.0,Isomap,stress_fidelity_p100__vs_truth,False,1,0.5510537711808976,0.5510537711808976,0.0,0.5510537711808976,0.5510537711808976
density,1.0,Isomap,pp_shepard_p5__vs_truth,False,1,0.6660564756531058,0.6660564756531058,0.0,0.6660564756531058,0.6660564756531058
density,1.0,Isomap,pp_shepard_p10__vs_truth,False,1,0.6953268825042975,0.6953268825042975,0.0,0.6953268825042975,0.6953268825042975
density,1.0,Isomap,pp_shepard_p20__vs_truth,False,1,0.7078870661194271,0.7078870661194271,0.0,0.7078870661194271,0.7078870661194271
density,1.0,Isomap,pp_shepard_p30__vs_truth,False,1,0.7102581083389888,0.7102581083389888,0.0,0.7102581083389888,0.7102581083389888
density,1.0,Isomap,pp_shepard_p50__vs_truth,False,1,0.7041936013118089,0.7041936013118089,0.0,0.7041936013118089,0.7041936013118089
density,1.0,Isomap,pp_shepard_p75__vs_truth,False,1,0.5999796651593982,0.5999796651593982,0.0,0.5999796651593982,0.5999796651593982
density,1.0,Isomap,pp_shepard_p100__vs_truth,False,1,0.5565540226451607,0.5565540226451607,0.0,0.5565540226451607,0.5565540226451607
density,1.0,Isomap,cluster_ratio_truth,False,1,0.1548687254323615,0.1548687254323615,0.0,0.1548687254323615,0.1548687254323615
density,1.0,Isomap,cluster_ratio_2d,False,1,0.4210713925592569,0.4210713925592569,0.0,0.4210713925592569,0.4210713925592569
density,1.0,Isomap,cluster_over_compression,False,1,0.3677968348575641,0.3677968348575641,0.0,0.3677968348575641,0.3677968348575641
density,1.0,Isomap,recall_k5,False,1,0.0272,0.0272,0.0,0.0272,0.0272
density,1.0,Isomap,recall_k15,False,1,0.0597333333333333,0.0597333333333333,0.0,0.0597333333333333,0.0597333333333333
density,1.0,Isomap,recall_k30,False,1,0.0904333333333333,0.0904333333333333,0.0,0.0904333333333333,0.0904333333333333
density,1.0,Isomap,trust_k5,False,1,0.6009415322580645,0.6009415322580645,0.0,0.6009415322580645,0.6009415322580645
density,1.0,Isomap,trust_k15,False,1,0.600531559194814,0.600531559194814,0.0,0.600531559194814,0.600531559194814
density,1.0,Isomap,trust_k30,False,1,0.6066766893661604,0.6066766893661604,0.0,0.6066766893661604,0.6066766893661604
density,1.0,Isomap,cont_k5,False,1,0.7833633064516129,0.7833633064516129,0.0,0.7833633064516129,0.7833633064516129
density,1.0,Isomap,cont_k15,False,1,0.7761701808256567,0.7761701808256567,0.0,0.7761701808256567,0.7761701808256567
density,1.0,Isomap,cont_k30,False,1,0.7523074209883011,0.7523074209883011,0.0,0.7523074209883011,0.7523074209883011
density,1.0,PCA,shepard_p5__vs_ambient,False,1,0.0334596306221882,0.0334596306221882,0.0,0.0334596306221882,0.0334596306221882
density,1.0,PCA,shepard_p10__vs_ambient,False,1,0.0343867042436097,0.0343867042436097,0.0,0.0343867042436097,0.0343867042436097
density,1.0,PCA,shepard_p20__vs_ambient,False,1,0.0718723627641846,0.0718723627641846,0.0,0.0718723627641846,0.0718723627641846
density,1.0,PCA,shepard_p30__vs_ambient,False,1,0.6450772967353502,0.6450772967353502,0.0,0.6450772967353502,0.6450772967353502
density,1.0,PCA,shepard_p50__vs_ambient,False,1,0.7595936583916739,0.7595936583916739,0.0,0.7595936583916739,0.7595936583916739
density,1.0,PCA,shepard_p75__vs_ambient,False,1,0.6956320938044964,0.6956320938044964,0.0,0.6956320938044964,0.6956320938044964
density,1.0,PCA,shepard_p100__vs_ambient,False,1,0.6992150676150082,0.6992150676150082,0.0,0.6992150676150082,0.6992150676150082
density,1.0,PCA,stress_p5__vs_ambient,False,1,0.457200538713889,0.457200538713889,0.0,0.457200538713889,0.457200538713889
density,1.0,PCA,stress_fidelity_p5__vs_ambient,False,1,0.542799461286111,0.542799461286111,0.0,0.542799461286111,0.542799461286111
density,1.0,PCA,stress_p10__vs_ambient,False,1,0.4589831893377604,0.4589831893377604,0.0,0.4589831893377604,0.4589831893377604
density,1.0,PCA,stress_fidelity_p10__vs_ambient,False,1,0.5410168106622396,0.5410168106622396,0.0,0.5410168106622396,0.5410168106622396
density,1.0,PCA,stress_p20__vs_ambient,False,1,0.4641129904047374,0.4641129904047374,0.0,0.4641129904047374,0.4641129904047374
density,1.0,PCA,stress_fidelity_p20__vs_ambient,False,1,0.5358870095952626,0.5358870095952626,0.0,0.5358870095952626,0.5358870095952626
density,1.0,PCA,stress_p30__vs_ambient,False,1,0.6562971154345371,0.6562971154345371,0.0,0.6562971154345371,0.6562971154345371
density,1.0,PCA,stress_fidelity_p30__vs_ambient,False,1,0.3437028845654629,0.3437028845654629,0.0,0.3437028845654629,0.3437028845654629
density,1.0,PCA,stress_p50__vs_ambient,False,1,0.555808150308521,0.555808150308521,0.0,0.555808150308521,0.555808150308521
density,1.0,PCA,stress_fidelity_p50__vs_ambient,False,1,0.4441918496914789,0.4441918496914789,0.0,0.4441918496914789,0.4441918496914789
density,1.0,PCA,stress_p75__vs_ambient,False,1,0.4978555936898966,0.4978555936898966,0.0,0.4978555936898966,0.4978555936898966
density,1.0,PCA,stress_fidelity_p75__vs_ambient,False,1,0.5021444063101034,0.5021444063101034,0.0,0.5021444063101034,0.5021444063101034
density,1.0,PCA,stress_p100__vs_ambient,False,1,0.4711572919189764,0.4711572919189764,0.0,0.4711572919189764,0.4711572919189764
density,1.0,PCA,stress_fidelity_p100__vs_ambient,False,1,0.5288427080810236,0.5288427080810236,0.0,0.5288427080810236,0.5288427080810236
density,1.0,PCA,pp_shepard_p5__vs_ambient,False,1,0.7723727940111392,0.7723727940111392,0.0,0.7723727940111392,0.7723727940111392
density,1.0,PCA,pp_shepard_p10__vs_ambient,False,1,0.7788060394290177,0.7788060394290177,0.0,0.7788060394290177,0.7788060394290177
density,1.0,PCA,pp_shepard_p20__vs_ambient,False,1,0.7818526528693027,0.7818526528693027,0.0,0.7818526528693027,0.7818526528693027
density,1.0,PCA,pp_shepard_p30__vs_ambient,False,1,0.7830232179963699,0.7830232179963699,0.0,0.7830232179963699,0.7830232179963699
density,1.0,PCA,pp_shepard_p50__vs_ambient,False,1,0.7834087831388288,0.7834087831388288,0.0,0.7834087831388288,0.7834087831388288
density,1.0,PCA,pp_shepard_p75__vs_ambient,False,1,0.719746011071819,0.719746011071819,0.0,0.719746011071819,0.719746011071819
density,1.0,PCA,pp_shepard_p100__vs_ambient,False,1,0.6992150676150108,0.6992150676150108,0.0,0.6992150676150108,0.6992150676150108
density,1.0,PCA,full_shepard,False,1,0.6992150676150082,0.6992150676150082,0.0,0.6992150676150082,0.6992150676150082
density,1.0,PCA,full_stress,False,1,0.4711572919189764,0.4711572919189764,0.0,0.4711572919189764,0.4711572919189764
density,1.0,PCA,full_stress_fidelity,False,1,0.5288427080810236,0.5288427080810236,0.0,0.5288427080810236,0.5288427080810236
density,1.0,PCA,shepard_p5__vs_truth,False,1,0.0627863316728956,0.0627863316728956,0.0,0.0627863316728956,0.0627863316728956
density,1.0,PCA,shepard_p10__vs_truth,False,1,0.0873218107952971,0.0873218107952971,0.0,0.0873218107952971,0.0873218107952971
density,1.0,PCA,shepard_p20__vs_truth,False,1,0.1639593827341812,0.1639593827341812,0.0,0.1639593827341812,0.1639593827341812
density,1.0,PCA,shepard_p30__vs_truth,False,1,0.6777904626167004,0.6777904626167004,0.0,0.6777904626167004,0.6777904626167004
density,1.0,PCA,shepard_p50__vs_truth,False,1,0.7676362283658503,0.7676362283658503,0.0,0.7676362283658503,0.7676362283658503
density,1.0,PCA,shepard_p75__vs_truth,False,1,0.6944567318639442,0.6944567318639442,0.0,0.6944567318639442,0.6944567318639442
density,1.0,PCA,shepard_p100__vs_truth,False,1,0.6971523874443142,0.6971523874443142,0.0,0.6971523874443142,0.6971523874443142
density,1.0,PCA,stress_p5__vs_truth,False,1,0.4686047831274036,0.4686047831274036,0.0,0.4686047831274036,0.4686047831274036
density,1.0,PCA,stress_fidelity_p5__vs_truth,False,1,0.5313952168725964,0.5313952168725964,0.0,0.5313952168725964,0.5313952168725964
density,1.0,PCA,stress_p10__vs_truth,False,1,0.4685447479694656,0.4685447479694656,0.0,0.4685447479694656,0.4685447479694656
density,1.0,PCA,stress_fidelity_p10__vs_truth,False,1,0.5314552520305343,0.5314552520305343,0.0,0.5314552520305343,0.5314552520305343
density,1.0,PCA,stress_p20__vs_truth,False,1,0.4670983293788188,0.4670983293788188,0.0,0.4670983293788188,0.4670983293788188
density,1.0,PCA,stress_fidelity_p20__vs_truth,False,1,0.5329016706211812,0.5329016706211812,0.0,0.5329016706211812,0.5329016706211812
density,1.0,PCA,stress_p30__vs_truth,False,1,0.4306859383554089,0.4306859383554089,0.0,0.4306859383554089,0.4306859383554089
density,1.0,PCA,stress_fidelity_p30__vs_truth,False,1,0.5693140616445911,0.5693140616445911,0.0,0.5693140616445911,0.5693140616445911
density,1.0,PCA,stress_p50__vs_truth,False,1,0.4026509820229683,0.4026509820229683,0.0,0.4026509820229683,0.4026509820229683
density,1.0,PCA,stress_fidelity_p50__vs_truth,False,1,0.5973490179770317,0.5973490179770317,0.0,0.5973490179770317,0.5973490179770317
density,1.0,PCA,stress_p75__vs_truth,False,1,0.3939386847550258,0.3939386847550258,0.0,0.3939386847550258,0.3939386847550258
density,1.0,PCA,stress_fidelity_p75__vs_truth,False,1,0.6060613152449742,0.6060613152449742,0.0,0.6060613152449742,0.6060613152449742
density,1.0,PCA,stress_p100__vs_truth,False,1,0.3934602730805746,0.3934602730805746,0.0,0.3934602730805746,0.3934602730805746
density,1.0,PCA,stress_fidelity_p100__vs_truth,False,1,0.6065397269194255,0.6065397269194255,0.0,0.6065397269194255,0.6065397269194255
density,1.0,PCA,pp_shepard_p5__vs_truth,False,1,0.7767229793048221,0.7767229793048221,0.0,0.7767229793048221,0.7767229793048221
density,1.0,PCA,pp_shepard_p10__vs_truth,False,1,0.7853121591335956,0.7853121591335956,0.0,0.7853121591335956,0.7853121591335956
density,1.0,PCA,pp_shepard_p20__vs_truth,False,1,0.7890288391119463,0.7890288391119463,0.0,0.7890288391119463,0.7890288391119463
density,1.0,PCA,pp_shepard_p30__vs_truth,False,1,0.7901545477378649,0.7901545477378649,0.0,0.7901545477378649,0.7901545477378649
density,1.0,PCA,pp_shepard_p50__vs_truth,False,1,0.7900560667618974,0.7900560667618974,0.0,0.7900560667618974,0.7900560667618974
density,1.0,PCA,pp_shepard_p75__vs_truth,False,1,0.7194943009704485,0.7194943009704485,0.0,0.7194943009704485,0.7194943009704485
density,1.0,PCA,pp_shepard_p100__vs_truth,False,1,0.6971523874443157,0.6971523874443157,0.0,0.6971523874443157,0.6971523874443157
density,1.0,PCA,cluster_ratio_truth,False,1,0.1548687254323615,0.1548687254323615,0.0,0.1548687254323615,0.1548687254323615
density,1.0,PCA,cluster_ratio_2d,False,1,0.256813916901055,0.256813916901055,0.0,0.256813916901055,0.256813916901055
density,1.0,PCA,cluster_over_compression,False,1,0.6030386799171371,0.6030386799171371,0.0,0.6030386799171371,0.6030386799171371
density,1.0,PCA,recall_k5,False,1,0.0366,0.0366,0.0,0.0366,0.0366
density,1.0,PCA,recall_k15,False,1,0.0693999999999999,0.0693999999999999,0.0,0.0693999999999999,0.0693999999999999
density,1.0,PCA,recall_k30,False,1,0.1036,0.1036,0.0,0.1036,0.1036
