dataset,snr,method,seed,stochastic,n,d,shepard_p5__vs_ambient,shepard_p10__vs_ambient,shepard_p20__vs_ambient,shepard_p30__vs_ambient,shepard_p50__vs_ambient,shepard_p75__vs_ambient,shepard_p100__vs_ambient,stress_p5__vs_ambient,stress_fidelity_p5__vs_ambient,stress_p10__vs_ambient,stress_fidelity_p10__vs_ambient,stress_p20__vs_ambient,stress_fidelity_p20__vs_ambient,stress_p30__vs_ambient,stress_fidelity_p30__vs_ambient,stress_p50__vs_ambient,stress_fidelity_p50__vs_ambient,stress_p75__vs_ambient,stress_fidelity_p75__vs_ambient,stress_p100__vs_ambient,stress_fidelity_p100__vs_ambient,pp_shepard_p5__vs_ambient,pp_shepard_p10__vs_ambient,pp_shepard_p20__vs_ambient,pp_shepard_p30__vs_ambient,pp_shepard_p50__vs_ambient,pp_shepard_p75__vs_ambient,pp_shepard_p100__vs_ambient,full_shepard,full_stress,full_stress_fidelity,shepard_p5__vs_truth,shepard_p10__vs_truth,shepard_p20__vs_truth,shepard_p30__vs_truth,shepard_p50__vs_truth,shepard_p75__vs_truth,shepard_p100__vs_truth,stress_p5__vs_truth,stress_fidelity_p5__vs_truth,stress_p10__vs_truth,stress_fidelity_p10__vs_truth,stress_p20__vs_truth,stress_fidelity_p20__vs_truth,stress_p30__vs_truth,stress_fidelity_p30__vs_truth,stress_p50__vs_truth,stress_fidelity_p50__vs_truth,stress_p75__vs_truth,stress_fidelity_p75__vs_truth,stress_p100__vs_truth,stress_fidelity_p100__vs_truth,pp_shepard_p5__vs_truth,pp_shepard_p10__vs_truth,pp_shepard_p20__vs_truth,pp_shepard_p30__vs_truth,pp_shepard_p50__vs_truth,pp_shepard_p75__vs_truth,pp_shepard_p100__vs_truth,cluster_ratio_truth,cluster_ratio_2d,cluster_over_compression,recall_k5,recall_k15,recall_k30,trust_k5,trust_k15,trust_k30,cont_k5,cont_k15,cont_k30,osp_o0__vs_ambient,log2_osp_o0__vs_ambient,iso_rank_hd_o0__vs_ambient,iso_rank_2d_o0,iso_rank_delta_o0__vs_ambient,osp_o1__vs_ambient,log2_osp_o1__vs_ambient,iso_rank_hd_o1__vs_ambient,iso_rank_2d_o1,iso_rank_delta_o1__vs_ambient,osp_o2__vs_ambient,log2_osp_o2__vs_ambient,iso_rank_hd_o2__vs_ambient,iso_rank_2d_o2,iso_rank_delta_o2__vs_ambient,osp_median__vs_ambient,osp_min__vs_ambient,log2_osp_median__vs_ambient,iso_rank_delta_mean__vs_ambient,osp_o0__vs_truth,log2_osp_o0__vs_truth,iso_rank_hd_o0__vs_truth,iso_rank_delta_o0__vs_truth,osp_o1__vs_truth,log2_osp_o1__vs_truth,iso_rank_hd_o1__vs_truth,iso_rank_delta_o1__vs_truth,osp_o2__vs_truth,log2_osp_o2__vs_truth,iso_rank_hd_o2__vs_truth,iso_rank_delta_o2__vs_truth,osp_median__vs_truth,osp_min__vs_truth,log2_osp_median__vs_truth,iso_rank_delta_mean__vs_truth,osp_o3__vs_ambient,log2_osp_o3__vs_ambient,iso_rank_hd_o3__vs_ambient,iso_rank_2d_o3,iso_rank_delta_o3__vs_ambient,osp_o4__vs_ambient,log2_osp_o4__vs_ambient,iso_rank_hd_o4__vs_ambient,iso_rank_2d_o4,iso_rank_delta_o4__vs_ambient,osp_o5__vs_ambient,log2_osp_o5__vs_ambient,iso_rank_hd_o5__vs_ambient,iso_rank_2d_o5,iso_rank_delta_o5__vs_ambient,pair_cohesion_dir0__vs_ambient,pair_angle_2d_dir0,pair_angle_hd_dir0__vs_ambient,pair_cohesion_dir1__vs_ambient,pair_angle_2d_dir1,pair_angle_hd_dir1__vs_ambient,pair_cohesion_dir2__vs_ambient,pair_angle_2d_dir2,pair_angle_hd_dir2__vs_ambient,pair_cohesion_median__vs_ambient,pair_angle_2d_max,outlier_shepard__vs_ambient,within_majority_shepard__vs_ambient,within_minority_shepard__vs_ambient,cross_population_shepard__vs_ambient,population_over_compression,minority_shepard__vs_ambient
density,1.0,t-SNE,2,True,1000,768,0.19245308346513512,0.18844569051856877,0.24888488746131404,0.5709382112294814,0.6018710209217313,0.4954970378448877,0.30924444380918187,0.45709149633963475,0.5429085036603652,0.44375719799953367,0.5562428020004664,0.4356100871441474,0.5643899128558526,0.45622609499902217,0.5437739050009778,0.4103470586079523,0.5896529413920477,0.3900151284428195,0.6099848715571805,0.41728884954660744,0.5827111504533926,0.4712040697729897,0.5730809347970679,0.6245665851631997,0.6364914454574501,0.6126041732014706,0.3881010059842219,0.30924444380918176,0.30924444380918187,0.41728884954660744,0.5827111504533926,0.02329202217289416,0.018612686642397583,0.039943577296788414,0.4961523060485271,0.5779465360356977,0.4822336220401807,0.297790541638203,0.45472521947967576,0.5452747805203242,0.45803835367585305,0.541961646324147,0.47256075883605464,0.5274392411639454,0.5374237402394721,0.46257625976052785,0.44760378856855226,0.5523962114314478,0.4178712214696339,0.5821287785303662,0.4805684391418119,0.5194315608581881,0.34120723838654676,0.49681251240297986,0.577214401626347,0.6026352014349231,0.5983784669367214,0.37291540164507486,0.2977905416382046,0.15486872543236158,0.5439987881540862,0.2846857912273426,0.357,0.2542666666666667,0.2099,0.8762288306451613,0.7726027976799728,0.7096093940981316,0.8652653225806451,0.8029028317980211,0.7510024096385542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
density,1.0,UMAP,0,True,1000,768,0.10660640350318515,0.06400554325373761,0.027359036595460802,0.57914799916679,0.6676241695641864,0.5200815116333156,0.15608996932477168,0.4429569667167023,0.5570430332832976,0.43484205633701933,0.5651579436629807,0.4412370997788151,0.5587629002211849,0.5480625228352333,0.45193747716476673,0.45749711636459367,0.5425028836354063,0.42146625190824843,0.5785337480917516,0.49557777376773954,0.5044222262322604,0.43067241542720464,0.57174636854761,0.648104259918788,0.6727102383289306,0.6611661552995258,0.3206912595152764,0.15608996932477193,0.15608996932477168,0.49557777376773954,0.5044222262322604,0.012814847071282732,0.0014373107816081398,0.01776293173473445,0.5842578991364906,0.667370906346695,0.5209560487984004,0.15020582563731724,0.44475997623747615,0.5552400237625239,0.45106495321393864,0.5489350467860614,0.46751330211240916,0.5324866978875908,0.4281431486602863,0.5718568513397138,0.3791461055339454,0.6208538944660547,0.38367295626321213,0.6163270437367878,0.5466570178485917,0.45334298215140834,0.3615362534819883,0.554242262927993,0.6492040176517975,0.678998914203639,0.6758205499234348,0.31633704688162945,0.15020582563731735,0.15486872543236158,0.3617171648030895,0.4281486766509091,0.1976,0.2132,0.19766666666666666,0.7723284274193548,0.7344174002047082,0.6992254234328619,0.8838846774193548,0.8122634595701126,0.7322584250043653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
density,1.0,UMAP,1,True,1000,768,0.10859393839117686,0.06762526175393285,0.042783477514111344,0.5895276400625791,0.669527256311735,0.5228888570590876,0.1543452007311615,0.4439890712873911,0.5560109287126089,0.43667956953321135,0.5633204304667887,0.44589943425486267,0.5541005657451373,0.5515670790215602,0.4484329209784398,0.45901221485217963,0.5409877851478204,0.42250024717746393,0.5774997528225361,0.49888103025534064,0.5011189697446594,0.43783969118420546,0.5772166438704964,0.6536207716350354,0.6785892454239232,0.6672153129554902,0.32163875606622994,0.1543452007311617,0.1543452007311615,0.49888103025534064,0.5011189697446594,0.003305610621028522,-0.0009351017169464569,0.011939562539960586,0.5864325416280048,0.6669434355816751,0.5235896285996859,0.1483169033830603,0.44280535514849667,0.5571946448515033,0.4488658141485009,0.5511341858514991,0.4681820859278309,0.531817914072169,0.418826140748505,0.581173859251495,0.3757948731856067,0.6242051268143933,0.3814036584880352,0.6185963415119649,0.5486788383161735,0.4513211616838265,0.36242604470964235,0.557387273412984,0.6536647524470941,0.6832324352392153,0.6802053956216408,0.3164753109047602,0.1483169033830607,0.15486872543236158,0.354648931677544,0.43668177625633514,0.19219999999999998,0.20973333333333333,0.19870000000000002,0.7694530241935484,0.7327033094506994,0.7002606251091322,0.8844495967741935,0.8134763561924258,0.7333042081368955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
density,1.0,UMAP,2,True,1000,768,0.11731670267394954,0.0698627867224351,0.04214278446123517,0.5896462987035924,0.673824029985538,0.5263665094905304,0.16183737971383125,0.44218667981671805,0.557813320183282,0.4349767355613887,0.5650232644386113,0.44112890907763785,0.5588710909223622,0.5444887419096408,0.4555112580903592,0.45495960698001653,0.5450403930199834,0.4197581921506261,0.5802418078493738,0.4927205858967935,0.5072794141032064,0.44181214912366223,0.5798030607914234,0.655213765471147,0.6790115119627915,0.6678105365738587,0.32648160411973903,0.16183737971383194,0.16183737971383125,0.4927205858967935,0.5072794141032064,0.009517445820221336,0.008789116560793947,0.026334305938775615,0.5902618883196372,0.6708579675718082,0.5257205606181696,0.15483177636970485,0.44953340973752676,0.5504665902624732,0.4514112293110782,0.5485887706889219,0.46648249493326716,0.5335175050667329,0.42240116791958215,0.5775988320804178,0.3764352647245229,0.6235647352754772,0.38119538849054285,0.6188046115094572,0.5432844244176406,0.4567155755823594,0.37065808102218833,0.5612610317350376,0.6551089834230209,0.6840107927417094,0.6798998766999804,0.32093577883819974,0.1548317763697053,0.15486872543236158,0.36598730574257976,0.4231532706254293,0.1864,0.206,0.19456666666666667,0.767525806451613,0.7287965881951552,0.6944203596996683,0.8841681451612903,0.8145028317980212,0.7346687620045399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
density,1.0,toorPIA,0,True,1000,768,0.166005285030681,0.19602248837740088,0.2906250950540464,0.7089128233373927,0.8471662866896819,0.8398625497303506,0.786037160135094,0.4184664842132186,0.5815335157867814,0.41504080615184147,0.5849591938481585,0.4145271046042627,0.5854728953957373,0.4293305451164722,0.5706694548835278,0.38525918157526157,0.6147408184247385,0.3588169765995671,0.641183023400433,0.3719720571760314,0.6280279428239686,0.8091604281329847,0.845675581024364,0.8648107164563615,0.8702012537407153,0.8777729132931436,0.7854540426911333,0.786037160135095,0.786037160135094,0.3719720571760314,0.6280279428239686,0.06023452421290748,0.07951474158562898,0.1388037289260821,0.6529839037568269,0.8313786049263675,0.8245839542676453,0.7738722798593465,0.4434439618091719,0.5565560381908281,0.4404462574552803,0.5595537425447197,0.4387228958001989,0.561277104199801,0.45524938974373447,0.5447506102562656,0.31171063786219116,0.6882893621378088,0.27388169629971076,0.7261183037002892,0.3097604526723871,0.6902395473276128,0.743493092175645,0.8026092131780805,0.8344340147464162,0.8458920432771294,0.8647958351942236,0.7741351464016022,0.7738722798593524,0.15486872543236158,0.42699310527535506,0.3626960799109189,0.029199999999999997,0.06693333333333333,0.09776666666666665,0.6277695564516129,0.6245585124530877,0.6307654618473896,0.8379556451612903,0.8203293756397134,0.8108591583726209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
density,1.0,toorPIA,1,True,1000,768,0.1652527648494543,0.1969525050170355,0.29060250146131494,0.708871096769487,0.8471896336845521,0.8398877199329114,0.7860339503250383,0.4187443894887578,0.5812556105112422,0.4150562901424646,0.5849437098575354,0.414521976952268,0.585478023047732,0.42929177881873215,0.5707082211812678,0.3852462046107715,0.6147537953892285,0.35880297940138084,0.6411970205986192,0.37197180480467956,0.6280281951953204,0.8091134360855511,0.8457077896608803,0.8648672644565061,0.8702756756922586,0.8777804694028762,0.785471071514565,0.7860339503250441,0.7860339503250383,0.37197180480467956,0.6280281951953204,0.05991890949634986,0.07914005719862069,0.1374840405903789,0.652526169907696,0.8312635116295188,0.8244866011086892,0.7738081450114417,0.4433837499456211,0.556616250054379,0.44035763334950867,0.5596423666504913,0.43895970817929886,0.5610402918207011,0.45525128386765623,0.5447487161323438,0.3117354382710649,0.6882645617289351,0.2738926272005391,0.7261073727994609,0.3097731779637664,0.6902268220362335,0.7433460287952557,0.8025323876829242,0.8344022385960441,0.8458356004535741,0.8646704419743367,0.7740748330783279,0.773808145011442,0.15486872543236158,0.42709770884696746,0.36260724940543354,0.029599999999999998,0.06706666666666666,0.09836666666666667,0.6293721774193548,0.6248578642101672,0.6309041382922996,0.8378983870967742,0.8203540088706925,0.8108815784878645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
density,1.0,toorPIA,2,True,1000,768,0.16597745116627713,0.19634712418234995,0.29047786455918534,0.7088553578076129,0.8471589589579213,0.8399057523520452,0.7860708973936019,0.4184585207670269,0.5815414792329732,0.41497448978433704,0.585025510215663,0.4145245350792689,0.5854754649207311,0.42933021418472217,0.5706697858152778,0.385280563423224,0.6147194365767761,0.35882597267277405,0.641174027327226,0.37197109068397066,0.6280289093160294,0.8091667225499464,0.8457103258128364,0.8648211161004316,0.8701824009118684,0.8777682200140482,0.7854374709604561,0.7860708973936014,0.7860708973936019,0.37197109068397066,0.6280289093160294,0.059939924043851324,0.07957617300428466,0.13851302111126335,0.6528710615633093,0.8313740260968606,0.8245514909876747,0.7738818267319159,0.44338989936756235,0.5566101006324377,0.44040439034552936,0.5595956096544706,0.43877977974969834,0.5612202202503016,0.4552670482296974,0.5447329517703026,0.3117388452546891,0.6882611547453109,0.27391121562885307,0.726088784371147,0.3097621028518499,0.6902378971481501,0.7435128637213588,0.8026228784717594,0.8344148002896011,0.8458637431697427,0.8647563911556435,0.7741053667046339,0.7738818267319114,0.15486872543236158,0.4270519939290877,0.36264606566402696,0.029599999999999998,0.06726666666666666,0.09793333333333334,0.6270080645161291,0.6251705220061412,0.6309368954077179,0.8381042338709678,0.8204345957011259,0.8108690064606251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition,1.0,PCA,0,False,1000,768,0.1359183882969122,0.3460389159565419,0.7682633502556931,0.843597899152795,0.746124923122572,0.6169419362907294,0.5562603133781033,0.4990075242653003,0.5009924757346997,0.5348763777038019,0.4651236222961981,0.6014865433606388,0.3985134566393612,0.5412924502326961,0.4587075497673039,0.4492807371933701,0.55071926280663,0.4009501351120959,0.5990498648879041,0.3756700160968854,0.6243299839031147,0.46665625299380986,0.4730608063270594,0.7871310403830133,0.8536823364769689,0.7506747743502833,0.6211635227629377,0.5562603133781033,0.5562603133781033,0.3756700160968854,0.6243299839031147,0.11619146575203479,0.5118312917991773,0.8036565016709415,0.8601219082276251,0.749168048212564,0.6104550004320628,0.5540088688933996,0.4672489369906815,0.5327510630093185,0.44873128269505724,0.5512687173049428,0.41625651829449484,0.5837434817055052,0.3640901334852491,0.6359098665147509,0.32737487164406576,0.6726251283559342,0.32191875084861965,0.6780812491513803,0.3148807366208634,0.6851192633791365,0.5497324044957584,0.5780043267638645,0.8214904741813365,0.8660911718457307,0.7530961672579423,0.6133952256969795,0.5540088688934001,0.07964426623301472,0.08613036820081761,0.9246943661882393,0.078,0.18173333333333333,0.3016,0.9408280241935484,0.9475233708631866,0.9553318316745242,0.9525622983870967,0.9558218355510065,0.9624216867469879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition,1.0,Isomap,0,False,1000,768,0.008370986191077833,0.19422390113671054,0.8070350701487417,0.8769689535734194,0.7798926691766505,0.6349278336711841,0.5328089010908873,0.5523590700544814,0.44764092994551863,0.56283664544672,0.43716335455328004,0.6468860503911453,0.35311394960885467,0.5732236476909659,0.4267763523090341,0.4585916747265584,0.5414083252734416,0.39932535192001706,0.6006746480799829,0.3694107390616003,0.6305892609383996,0.2874563537803273,0.35107693665903317,0.81855878659994,0.8874688340230145,0.7794536833895223,0.6352950874684228,0.532808901090887,0.5328089010908873,0.3694107390616003,0.6305892609383996,0.013105976731181926,0.37817388366120075,0.8483976655317874,0.8942955988598903,0.7914897951076956,0.6359072217566107,0.526542773466187,0.60489672761269,0.39510327238731,0.5309481969090061,0.4690518030909939,0.4354820305433253,0.5645179694566747,0.3775269825686882,0.6224730174313118,0.3099390683856348,0.6900609316143652,0.30025811166429306,0.6997418883357069,0.2997255671443775,0.7002744328556225,0.39616149302751646,0.48323890763518523,0.859584955110845,0.903853057426906,0.7835323360658084,0.6308544468073413,0.5265427734661914,0.07964426623301472,0.06894334064997804,1.1552133314421877,0.0872,0.20406666666666667,0.3249333333333333,0.955163306451613,0.9601558512453088,0.9676421861358477,0.9537060483870967,0.9610842033435687,0.968164064955474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition,1.0,PyMDE,0,True,1000,768,0.043097017642947204,0.0728962266058192,0.135916696857938,0.2130993705252679,0.34101332561129516,0.40112407812913864,0.42294889888110276,0.6997791026578841,0.3002208973421159,0.6765749257980798,0.32342507420192024,0.5913388330319386,0.40866116696806143,0.5256236699338597,0.47437633006614033,0.4494215066774228,0.5505784933225772,0.4224528970784997,0.5775471029215002,0.41152912355447313,0.5884708764455269,0.05085845744929587,0.08383546692979409,0.22088935328205608,0.3073715665984599,0.3928151737005745,0.4194929430148189,0.4229488988811027,0.42294889888110276,0.41152912355447313,0.5884708764455269,-0.013487358560266671,0.04934911971793568,0.12963373992909966,0.20304141181261534,0.33255107353723606,0.40197835333560933,0.4123371143284148,0.7221955129924861,0.2778044870075139,0.7788687015206818,0.22113129847931823,0.7331358725658851,0.2668641274341149,0.6441373727720827,0.3558626272279173,0.518616900679113,0.48138309932088696,0.4593100200802966,0.5406899799197034,0.43453237338192097,0.565467626618079,-0.007104365839284043,0.05445885724038982,0.20300126129649865,0.29248584036327574,0.38369310043445554,0.41581146337134095,0.41233711432841585,0.07964426623301472,0.45957858839346233,0.1732984700427956,0.0598,0.1423333333333333,0.21963333333333335,0.8298530241935484,0.8232061412487206,0.8035535184215121,0.7147665322580645,0.7109384510406005,0.706475851231011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition,1.0,PyMDE,1,True,1000,768,0.0926897564893637,0.2579828884837948,0.4740934115437881,0.5148930858615125,0.5698414363840602,0.5829337290427808,0.5813194935026399,0.8377064307588269,0.1622935692411731,0.7929589733155384,0.20704102668446156,0.6196122472012205,0.38038775279877945,0.5238235300695552,0.4761764699304448,0.443702796755172,0.556297203244828,0.4184999256724672,0.5815000743275328,0.4061094679313248,0.5938905320686751,0.2998631809703342,0.3295456279428291,0.5386308603319144,0.5948043372633386,0.6103311276108625,0.5975328480226839,0.5813194935026422,0.5813194935026399,0.4061094679313248,0.5938905320686751,0.042260113875637974,0.3613174316941352,0.4881635669596492,0.5197308749745029,0.567065219616874,0.5759339713919605,0.5709285998625535,0.8598402663509185,0.14015973364908152,0.8131715258636251,0.18682847413637493,0.645396059117626,0.354603940882374,0.534740113393288,0.465259886606712,0.4283804597887123,0.5716195402112877,0.40229039037619124,0.5977096096238088,0.38879743812236134,0.6112025618776387,0.31927197870052837,0.386165122013856,0.5503088136205274,0.5995638637065368,0.6042498815897573,0.5878396034624647,0.5709285998625541,0.07964426623301472,0.04398356549359126,1.810773304511193,0.0722,0.1574,0.24436666666666668,0.8156909274193549,0.8101548277038553,0.8077438449449974,0.8469161290322581,0.8407577618560218,0.8367595599790466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition,1.0,PyMDE,2,True,1000,768,0.07321845983065131,0.15194124592077757,0.43917165864852253,0.5692182924258465,0.5847109099255441,0.5509291536484232,0.5404699013334431,0.7571275236214511,0.24287247637854892,0.7308529649375426,0.2691470350624574,0.6069942005083957,0.3930057994916043,0.5190606404786792,0.48093935952132083,0.44995445547383944,0.5500455445261605,0.4265986983221025,0.5734013016778975,0.4134811758876254,0.5865188241123747,0.16538953105580173,0.20365008742276075,0.49880948837293904,0.611522269646616,0.6084215204139358,0.5670873848122042,0.5404699013334436,0.5404699013334431,0.4134811758876254,0.5865188241123747,0.03787288285581578,0.13970030601846992,0.4275027324651523,0.5667290594781613,0.5771517533748473,0.5481578586912569,0.5256677049253881,0.7652031831751894,0.23479681682481057,0.8084963189992194,0.19150368100078063,0.6586959021497678,0.3413040978502322,0.5278577541427731,0.47214224585722686,0.44015080787438543,0.5598491921256146,0.4141702881156827,0.5858297118843173,0.40203541365229983,0.5979645863477001,0.1165602829864626,0.18275429463172307,0.4856558823552306,0.6059146878128366,0.6036534425459456,0.5622896666515289,0.5256677049253878,0.07964426623301472,0.1276963490411536,0.623700417678717,0.0698,0.15453333333333333,0.23953333333333332,0.8392818548387097,0.8329085636301603,0.8269231011000524,0.8510391129032258,0.852818219037871,0.8563184913567312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition,1.0,PCC,0,True,1000,768,0.14596416577295887,0.4161090295245593,0.8173077986399087,0.8346574684871134,0.7647706021477844,0.6882456759340173,0.6483401429872762,0.7082813885218332,0.2917186114781668,0.6977934774097737,0.3022065225902263,0.5793845365714063,0.4206154634285937,0.4886513907297022,0.5113486092702978,0.40877017033175383,0.5912298296682461,0.3758376730381456,0.6241623269618544,0.3579016528802614,0.6420983471197386,0.5117382273978079,0.5351556644290524,0.850084909691984,0.8728854613717624,0.792058896144487,0.7067055039574478,0.6483401429872792,0.6483401429872762,0.3579016528802614,0.6420983471197386,0.09558897001583584,0.6373406005127666,0.8600328558290338,0.8480142615709988,0.7654723894055702,0.6878508422013414,0.6425711153185307,0.6327160642090355,0.3672839357909645,0.48718655665407956,0.5128134433459204,0.3349602873198874,0.6650397126801126,0.2957136192303881,0.7042863807696119,0.27662080673452527,0.7233791932654747,0.28842228294894884,0.7115777170510511,0.2906240202795376,0.7093759797204624,0.6103237490427628,0.6727656939640585,0.8906433255879378,0.8814902287772979,0.790892768379775,0.7014738395470361,0.6425711153185323,0.07964426623301472,0.03665313731355953,2.1729181202600896,0.09559999999999999,0.20866666666666667,0.33849999999999997,0.9438929435483872,0.9473701808256567,0.952864117338921,0.9595943548387097,0.9640342545206414,0.9697489086781911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition,1.0,PCC,1,True,1000,768,0.13893202842227856,0.4092872026210938,0.8033533867314506,0.8054020231025032,0.7367599965301121,0.6743283971556341,0.639173142999527,0.7171847097345005,0.28281529026549945,0.7056193985290548,0.29438060147094525,0.6005375218118356,0.3994624781881644,0.5047255938159876,0.4952744061840124,0.41634204712966205,0.583657952870338,0.37954857342096726,0.6204514265790327,0.35970653285833454,0.6402934671416655,0.5101702318716573,0.5320277347430559,0.840456973745496,0.8488909048858989,0.7714293857979111,0.6915038734414636,0.6391731429995281,0.639173142999527,0.35970653285833454,0.6402934671416655,0.08857464634001741,0.6321813395863093,0.8472876280106235,0.8154624705789221,0.7342492762436477,0.6774671235327224,0.6267110426653129,0.6499243675776314,0.3500756324223686,0.4925287064286791,0.5074712935713209,0.3764228222964009,0.6235771777035991,0.33726308363276647,0.6627369163672335,0.2957252826720984,0.7042747173279016,0.2958887297955624,0.7041112702044376,0.2965669733742201,0.7034330266257799,0.609050583972586,0.6714286401876409,0.8812911905966327,0.8575822770179802,0.7723806514296084,0.6916348439542698,0.6267110426653126,0.07964426623301472,0.03487435414261895,2.283748851872894,0.0972,0.20446666666666669,0.3344333333333333,0.9440471774193548,0.9478601842374617,0.9532000349222979,0.9575961693548387,0.9618783350392357,0.9672632093591759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition,1.0,PCC,2,True,1000,768,0.14251121038488065,0.4127885595552219,0.8032370479224721,0.8030320705832399,0.7365545029070585,0.6746248466808636,0.6404313016420943,0.7142216105790005,0.28577838942099953,0.7043323504519903,0.2956676495480097,0.5998334820213383,0.40016651797866165,0.5047037432816102,0.49529625671838984,0.41630586949667775,0.5836941305033223,0.37965344622786007,0.62034655377214,0.35968118381207675,0.6403188161879232,0.5140783697252922,0.5361999076049424,0.8412064298634959,0.8484156386566991,0.7717745016604025,0.6926383133739528,0.6404313016421004,0.6404313016420943,0.35968118381207675,0.6403188161879232,0.09968269704580582,0.6371448613929747,0.8475679943904202,0.8126327721989637,0.7338715864582757,0.6778363152610019,0.6270292708657359,0.6404341882994603,0.3595658117005397,0.48677144580914206,0.5132285541908579,0.37557849267500354,0.6244215073249965,0.3389054048861126,0.6610945951138874,0.29634898078677746,0.7036510192132226,0.2961689315611036,0.7038310684388964,0.2967048215968325,0.7032951784031676,0.6146278483019887,0.6768437413972487,0.8820534804099867,0.8568404793366396,0.772588959028351,0.6925680359975964,0.6270292708657378,0.07964426623301472,0.03586842696818436,2.220456065822456,0.098,0.20306666666666665,0.33493333333333336,0.9436985887096774,0.9466701467076083,0.9522571678016414,0.9574739919354839,0.9617420675537359,0.9670542692509168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition,1.0,t-SNE,0,True,1000,768,0.32867123327460745,0.49568797826396604,0.8637173673571121,0.880182468472883,0.7479943439989384,0.5957375947381585,0.501376515565425,0.4996059367453931,0.5003940632546069,0.5401795822423118,0.4598204177576882,0.6990935897283816,0.30090641027161835,0.5950728447102581,0.4049271552897419,0.47794640959446905,0.522053590405531,0.4190804866599554,0.5809195133400447,0.38935699876492214,0.6106430012350779,0.5157683697221747,0.5766980031988611,0.873079602402653,0.8885435959612097,0.7502391942012357,0.5995901108409376,0.5013765155654251,0.501376515565425,0.38935699876492214,0.6106430012350779,0.042735932347458386,0.42436166172964435,0.8642517267960984,0.8845386183478059,0.7521719740219449,0.598853627156697,0.5017968553607723,0.4660152918637176,0.5339847081362824,0.492946155015315,0.507053844984685,0.523194835567699,0.47680516443230103,0.41705741151510856,0.5829425884848914,0.34605677468410756,0.6539432253158924,0.33148786738002073,0.6685121326199792,0.32666300292828293,0.6733369970717171,0.3281361831372154,0.4923506714066696,0.872769681417283,0.8909632483393085,0.7525762665561426,0.6001867377832729,0.5017968553607708,0.07964426623301472,0.06671444258608132,1.1938084640406028,0.321,0.3632666666666667,0.4463666666666667,0.9768354838709677,0.9739799385875128,0.9769388859786974,0.9772375,0.9742343227567383,0.9759790116989698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
