outlier_factor,method,seed,stochastic,shepard_p5__vs_ambient,shepard_p10__vs_ambient,shepard_p20__vs_ambient,shepard_p30__vs_ambient,shepard_p50__vs_ambient,shepard_p75__vs_ambient,shepard_p100__vs_ambient,stress_p5__vs_ambient,stress_fidelity_p5__vs_ambient,stress_p10__vs_ambient,stress_fidelity_p10__vs_ambient,stress_p20__vs_ambient,stress_fidelity_p20__vs_ambient,stress_p30__vs_ambient,stress_fidelity_p30__vs_ambient,stress_p50__vs_ambient,stress_fidelity_p50__vs_ambient,stress_p75__vs_ambient,stress_fidelity_p75__vs_ambient,stress_p100__vs_ambient,stress_fidelity_p100__vs_ambient,full_shepard,full_stress,full_stress_fidelity,shepard_p5__vs_truth,shepard_p10__vs_truth,shepard_p20__vs_truth,shepard_p30__vs_truth,shepard_p50__vs_truth,shepard_p75__vs_truth,shepard_p100__vs_truth,stress_p5__vs_truth,stress_fidelity_p5__vs_truth,stress_p10__vs_truth,stress_fidelity_p10__vs_truth,stress_p20__vs_truth,stress_fidelity_p20__vs_truth,stress_p30__vs_truth,stress_fidelity_p30__vs_truth,stress_p50__vs_truth,stress_fidelity_p50__vs_truth,stress_p75__vs_truth,stress_fidelity_p75__vs_truth,stress_p100__vs_truth,stress_fidelity_p100__vs_truth,outlier_shepard__vs_ambient,osp_o0__vs_ambient,log2_osp_o0__vs_ambient,iso_rank_hd_o0__vs_ambient,iso_rank_2d_o0,iso_rank_delta_o0__vs_ambient,osp_o1__vs_ambient,log2_osp_o1__vs_ambient,iso_rank_hd_o1__vs_ambient,iso_rank_2d_o1,iso_rank_delta_o1__vs_ambient,osp_o2__vs_ambient,log2_osp_o2__vs_ambient,iso_rank_hd_o2__vs_ambient,iso_rank_2d_o2,iso_rank_delta_o2__vs_ambient,osp_o3__vs_ambient,log2_osp_o3__vs_ambient,iso_rank_hd_o3__vs_ambient,iso_rank_2d_o3,iso_rank_delta_o3__vs_ambient,osp_o4__vs_ambient,log2_osp_o4__vs_ambient,iso_rank_hd_o4__vs_ambient,iso_rank_2d_o4,iso_rank_delta_o4__vs_ambient,osp_o5__vs_ambient,log2_osp_o5__vs_ambient,iso_rank_hd_o5__vs_ambient,iso_rank_2d_o5,iso_rank_delta_o5__vs_ambient,osp_median__vs_ambient,osp_min__vs_ambient,log2_osp_median__vs_ambient,iso_rank_delta_mean__vs_ambient,pair_cohesion_dir0__vs_ambient,pair_angle_2d_dir0,pair_angle_hd_dir0__vs_ambient,pair_cohesion_dir1__vs_ambient,pair_angle_2d_dir1,pair_angle_hd_dir1__vs_ambient,pair_cohesion_dir2__vs_ambient,pair_angle_2d_dir2,pair_angle_hd_dir2__vs_ambient,pair_cohesion_median__vs_ambient,pair_angle_2d_max,recall_k5,recall_k15,recall_k30,trust_k5,trust_k15,trust_k30,cont_k5,cont_k15,cont_k30,shepard_near__vs_ambient,stress_near__vs_ambient,stress_fidelity_near__vs_ambient,near_band_pct__vs_ambient,near_band_fallback__vs_ambient,shepard_near__vs_truth,stress_near__vs_truth,stress_fidelity_near__vs_truth,near_band_pct__vs_truth,near_band_fallback__vs_truth,tight_cluster,tight_ratio_truth,tight_ratio_2d,tight_over_compression
1.5,t-SNE,2,True,0.34853124548251074,0.3657462496410005,0.49101152621261884,0.8105529555766752,0.7555414885181081,0.609728113521286,0.49726024003234043,0.4860498652129115,0.5139501347870885,0.4363541807768819,0.5636458192231182,0.44033416060786723,0.5596658393921328,0.32079693518416863,0.6792030648158314,0.2920842958744647,0.7079157041255353,0.28606644434370143,0.7139335556562986,0.29281807216289807,0.7071819278371019,0.49726024003234043,0.29281807216289807,0.7071819278371019,0.34853124548251074,0.3657462496410005,0.49101152621261884,0.8105529555766752,0.7555414885181081,0.609728113521286,0.49726024003234043,0.4860498652129115,0.5139501347870885,0.4363541807768819,0.5636458192231182,0.44033416060786723,0.5596658393921328,0.32079693518416863,0.6792030648158314,0.2920842958744647,0.7079157041255353,0.28606644434370143,0.7139335556562986,0.29281807216289807,0.7071819278371019,0.07959058897514411,1.8022348779879325,0.8497870440185399,949.0,997.0,48.0,1.510751238310127,0.5952661245649032,947.0,995.0,48.0,1.5069498408906519,0.5916313973586778,951.0,999.0,48.0,1.591614441668991,0.6704908946379494,948.0,996.0,48.0,1.7106415927337195,0.7745375233869752,950.0,998.0,48.0,1.4303801111782495,0.5163985817177658,952.0,1000.0,48.0,1.551182839989559,1.4303801111782495,0.6333687487849733,48.0,0.00011530694796977087,9.657836767039484e-05,0.0,0.00037919308182260826,0.00021874440602344562,0.0,0.00029990745459149837,0.00011970198821695266,0.0,0.00029990745459149837,0.00021874440602344562,0.48460000000000003,0.43953333333333333,0.45866666666666667,0.9834953629032258,0.9723426816786079,0.9679791164658634,0.9770655241935484,0.9665966564312521,0.9649694779116466,,,,,,,,,,,,,,
1.5,UMAP,0,True,0.3080735264222899,0.31989978650200623,0.41772555920846816,0.7863159497023995,0.7420253268037786,0.5956790888320713,0.4803407853388351,0.47879011684418976,0.5212098831558103,0.43955127659617127,0.5604487234038287,0.71281657956502,0.28718342043498,0.3677445770234102,0.6322554229765898,0.29976321485277035,0.7002367851472296,0.28294401890844256,0.7170559810915574,0.2872310905954451,0.7127689094045548,0.4803407853388351,0.2872310905954451,0.7127689094045548,0.3080735264222899,0.31989978650200623,0.41772555920846816,0.7863159497023995,0.7420253268037786,0.5956790888320713,0.4803407853388351,0.47879011684418976,0.5212098831558103,0.43955127659617127,0.5604487234038287,0.71281657956502,0.28718342043498,0.3677445770234102,0.6322554229765898,0.29976321485277035,0.7002367851472296,0.28294401890844256,0.7170559810915574,0.2872310905954451,0.7127689094045548,0.027221117243790942,1.0299941829721755,0.04263618962121882,949.0,812.0,-137.0,0.489814931062713,-1.0296913425415952,947.0,569.0,-378.0,0.7295679319794548,-0.4548857773789069,951.0,354.0,-597.0,0.597878462226653,-0.7420758542158021,948.0,833.0,-115.0,1.0118496831931088,0.01699498428208369,950.0,813.0,-137.0,0.5865756188242904,-0.7696109885594525,952.0,834.0,-118.0,0.6637231971030539,0.489814931062713,-0.5913463976331116,-247.0,1.906737997692539,0.06196848844179603,0.0,1.3842014738281603,0.22948452703160552,0.0,0.8193339676921477,0.15352716697954372,0.0,1.3842014738281603,0.22948452703160552,0.27999999999999997,0.3691333333333333,0.42606666666666665,0.959230443548387,0.9601775503241214,0.9616393923520168,0.9764467741935484,0.967067758444217,0.9640782608695653,,,,,,,,,,,,,,
1.5,UMAP,1,True,0.308421719266589,0.32382177655318284,0.4164041644285433,0.7883986407015096,0.7476053181359709,0.596469012668582,0.47353052810075763,0.47806110152280906,0.5219388984771909,0.4387333188326456,0.5612666811673543,0.6698995248684311,0.3301004751315689,0.3753165996337053,0.6246834003662947,0.31517132584514934,0.6848286741548506,0.3007404764986089,0.6992595235013911,0.30569105599026664,0.6943089440097334,0.47353052810075763,0.30569105599026664,0.6943089440097334,0.308421719266589,0.32382177655318284,0.4164041644285433,0.7883986407015096,0.7476053181359709,0.596469012668582,0.47353052810075763,0.47806110152280906,0.5219388984771909,0.4387333188326456,0.5612666811673543,0.6698995248684311,0.3301004751315689,0.3753165996337053,0.6246834003662947,0.31517132584514934,0.6848286741548506,0.3007404764986089,0.6992595235013911,0.30569105599026664,0.6943089440097334,0.009445004417572461,0.6745934333471849,-0.5679098199993942,949.0,894.0,-55.0,0.5835791896703489,-0.7769996569617285,947.0,876.0,-71.0,0.5019267856080334,-0.9944511564951738,951.0,912.0,-39.0,0.5862099671070609,-0.770510597051509,948.0,877.0,-71.0,0.6389481080897513,-0.6462293268473751,950.0,895.0,-55.0,0.49581704697173706,-1.0121202204800743,952.0,913.0,-39.0,0.584894578388705,0.49581704697173706,-0.7737514786383018,-55.0,0.47018179214754574,0.0036401815624199415,0.0,0.5650675382452527,0.1699117160817654,0.0,0.5298286028527868,0.13763078963391726,0.0,0.5298286028527868,0.1699117160817654,0.27480000000000004,0.36179999999999995,0.42250000000000004,0.9559153225806452,0.9588368474923235,0.9610633839706653,0.9764322580645162,0.9668422381439782,0.9641954601012747,,,,,,,,,,,,,,
1.5,UMAP,2,True,0.30589235507553614,0.31955209600554974,0.40735385114973627,0.7848587667342811,0.7450245163721534,0.5931256133175479,0.4629396988958726,0.4839529314464952,0.5160470685535048,0.44224694334427367,0.5577530566557263,0.6676319439676888,0.33236805603231123,0.3722372498455808,0.6277627501544192,0.3120254935694818,0.6879745064305183,0.29798207431523055,0.7020179256847694,0.3049166367028935,0.6950833632971065,0.4629396988958726,0.3049166367028935,0.6950833632971065,0.30589235507553614,0.31955209600554974,0.40735385114973627,0.7848587667342811,0.7450245163721534,0.5931256133175479,0.4629396988958726,0.4839529314464952,0.5160470685535048,0.44224694334427367,0.5577530566557263,0.6676319439676888,0.33236805603231123,0.3722372498455808,0.6277627501544192,0.3120254935694818,0.6879745064305183,0.29798207431523055,0.7020179256847694,0.3049166367028935,0.6950833632971065,0.01069002756447446,0.9913303856390999,-0.012562143139340154,949.0,442.0,-507.0,0.6348401646451718,-0.6555346883567591,947.0,242.0,-705.0,0.8346960120163761,-0.26067721682968065,951.0,703.0,-248.0,0.558783678417442,-0.8396382133849882,948.0,243.0,-705.0,0.8465430151206145,-0.2403447177002812,950.0,454.0,-496.0,0.8147076377796857,-0.29564566155230987,952.0,704.0,-248.0,0.8247018248980309,0.558783678417442,-0.2780554949200127,-484.8333333333333,1.101857313294526,0.16818350913585003,0.0,2.222501337008604,0.28843505138720255,0.0,1.6821590162487088,0.32985069401681394,0.0,1.6821590162487088,0.32985069401681394,0.27,0.3705333333333333,0.42266666666666663,0.9582336693548387,0.9602571136131013,0.9610883184913568,0.9752907258064516,0.9664400545888775,0.9632555264536407,,,,,,,,,,,,,,
2.0,PCA,0,False,0.2835847761301929,0.32830884826172546,0.469600391356188,0.774630623389026,0.7523238924990173,0.6485642680118595,0.5899367955314363,0.40547685164798913,0.5945231483520108,0.40529944739423174,0.5947005526057683,0.4091707292726368,0.5908292707273632,0.35600656302014133,0.6439934369798587,0.33764152973011524,0.6623584702698848,0.33023420967517536,0.6697657903248246,0.336112044545081,0.6638879554549191,0.5899367955314363,0.336112044545081,0.6638879554549191,0.2835847761301929,0.32830884826172546,0.469600391356188,0.774630623389026,0.7523238924990173,0.6485642680118595,0.5899367955314363,0.40547685164798913,0.5945231483520108,0.40529944739423174,0.5947005526057683,0.4091707292726368,0.5908292707273632,0.35600656302014133,0.6439934369798587,0.33764152973011524,0.6623584702698848,0.33023420967517536,0.6697657903248246,0.336112044545081,0.6638879554549191,0.18772331746427448,0.9863154570050168,-0.019878951864811378,949.0,997.0,48.0,0.9448412588303663,-0.08185612992969049,947.0,995.0,48.0,0.9863154570050202,-0.019878951864806343,951.0,999.0,48.0,0.9863154570050162,-0.01987895186481219,948.0,996.0,48.0,0.9448412588303676,-0.08185612992968846,950.0,998.0,48.0,0.94484125883037,-0.0818561299296849,952.0,1000.0,48.0,0.9655783579176931,0.9448412588303663,-0.05053475441448289,48.0,1.001447434201723e-14,1.2005843860131096,0.0,1.9773913849060723e-14,7.488440622931032,0.0,1.551783937079838e-14,9.020626038068142,0.0,1.551783937079838e-14,9.020626038068142,0.1012,0.2026,0.3072,0.9117098790322581,0.9205626748549983,0.9291606425702811,0.9614733870967742,0.956910747185261,0.9582354810546534,,,,,,,,,,,,,,
2.0,Isomap,0,False,0.10187159781403986,0.11247730008483348,0.18162698625506193,0.6689691728709015,0.6793942482837598,0.5658735540808421,0.4795944507959614,0.7068472072725731,0.2931527927274269,0.7067802984212844,0.2932197015787156,0.8482084390536161,0.1517915609463839,0.49895720969775476,0.5010427903022452,0.4428255190544416,0.5571744809455583,0.4271597063737071,0.5728402936262929,0.43476418911940584,0.5652358108805942,0.4795944507959614,0.43476418911940584,0.5652358108805942,0.10187159781403986,0.11247730008483348,0.18162698625506193,0.6689691728709015,0.6793942482837598,0.5658735540808421,0.4795944507959614,0.7068472072725731,0.2931527927274269,0.7067802984212844,0.2932197015787156,0.8482084390536161,0.1517915609463839,0.49895720969775476,0.5010427903022452,0.4428255190544416,0.5571744809455583,0.4271597063737071,0.5728402936262929,0.43476418911940584,0.5652358108805942,0.10500162817228402,92.42366259946313,6.530190357183223,949.0,995.0,46.0,87.9778721295894,6.459068802918608,947.0,997.0,50.0,92.4236625994646,6.530190357183246,951.0,999.0,48.0,92.42366259946478,6.5301903571832485,948.0,1000.0,52.0,87.97787212958801,6.459068802918585,950.0,996.0,46.0,87.97787212958913,6.459068802918604,952.0,998.0,46.0,90.20076736452626,87.97787212958801,6.495067801852358,48.0,12.576421431340282,1.7883853698064778,0.0,12.576421431337698,1.7883853698046435,0.0,12.576421431335827,1.7883853698068854,0.0,12.576421431337698,1.7883853698068854,0.05639999999999999,0.12873333333333334,0.21463333333333334,0.9143711693548388,0.9235714773114978,0.9330125021826436,0.9276413306451613,0.9288204025929717,0.9335061288632792,,,,,,,,,,,,,,
2.0,PyMDE,0,True,0.20027145970072444,0.24521634726929892,0.3660562838046639,0.6363425653205687,0.6364590450570955,0.5721725751662544,0.56103349811213,0.872948887090975,0.12705111290902504,0.8584419730377448,0.14155802696225517,0.8271508933056476,0.17284910669435238,0.6000793923394394,0.3999206076605606,0.4569069327979635,0.5430930672020364,0.39549769996008566,0.6045023000399143,0.36175919166159004,0.6382408083384099,0.56103349811213,0.36175919166159004,0.6382408083384099,0.20027145970072444,0.24521634726929892,0.3660562838046639,0.6363425653205687,0.6364590450570955,0.5721725751662544,0.56103349811213,0.872948887090975,0.12705111290902504,0.8584419730377448,0.14155802696225517,0.8271508933056476,0.17284910669435238,0.6000793923394394,0.3999206076605606,0.4569069327979635,0.5430930672020364,0.39549769996008566,0.6045023000399143,0.36175919166159004,0.6382408083384099,0.24153889675300264,2.3155599916895278,1.2113611349693967,949.0,546.0,-403.0,6.291579949261182,2.653422353947018,947.0,965.0,18.0,6.134311612175172,2.6169014548216176,951.0,6.0,-945.0,2.3106386354490915,1.2082916520124065,948.0,547.0,-401.0,6.288561004477947,2.652729926609818,950.0,915.0,-35.0,6.274942100389406,2.6496021472121827,952.0,966.0,14.0,6.204626856282289,2.3106386354490915,2.633344449875647,-292.0,9.5826520391257,0.1285419883562528,0.0,377.26709924018786,162.10244816924126,0.0,377.1095537623122,161.49135901047785,0.0,377.1095537623122,162.10244816924126,0.1066,0.20993333333333333,0.31679999999999997,0.9288588709677419,0.9352237461617195,0.9421488737558932,0.8692352822580645,0.8693366769020812,0.872814248297538,,,,,,,,,,,,,,
2.0,PyMDE,1,True,0.26267485793345696,0.3197106850013762,0.501041509683818,0.8014235646191518,0.7788712041300694,0.6874349326744548,0.6417500196161742,0.8215691188578634,0.17843088114213657,0.7935903430140437,0.20640965698595626,0.6969721893928569,0.3030278106071431,0.394236474434635,0.6057635255653651,0.3275839146306465,0.6724160853693535,0.3054861439692721,0.6945138560307279,0.29572926536523214,0.7042707346347679,0.6417500196161742,0.29572926536523214,0.7042707346347679,0.26267485793345696,0.3197106850013762,0.501041509683818,0.8014235646191518,0.7788712041300694,0.6874349326744548,0.6417500196161742,0.8215691188578634,0.17843088114213657,0.7935903430140437,0.20640965698595626,0.6969721893928569,0.3030278106071431,0.394236474434635,0.6057635255653651,0.3275839146306465,0.6724160853693535,0.3054861439692721,0.6945138560307279,0.29572926536523214,0.7042707346347679,0.07286839737258274,3.0765711863445726,1.6213233743033078,949.0,835.0,-114.0,3.39657992262109,1.7640828016653052,947.0,7.0,-940.0,3.066004715941037,1.6163599160637208,951.0,836.0,-115.0,2.8285443428157095,1.5000597881493984,948.0,5.0,-943.0,3.160202778283627,1.6600171336676195,950.0,955.0,5.0,3.1684235349510264,1.663765198716836,952.0,956.0,4.0,3.1183869823140995,2.8285443428157095,1.6407999732000735,-350.5,442.2841346854514,149.80908005525885,0.0,441.8418118821669,149.68989992291648,0.0,442.5445737568112,150.09257620879202,0.0,442.2841346854514,150.09257620879202,0.11579999999999999,0.2188,0.33376666666666666,0.9343673387096774,0.9391854657113613,0.9472697049065828,0.9505397177419355,0.9496932787444559,0.9522804260520342,,,,,,,,,,,,,,
2.0,PyMDE,2,True,0.26240397202791815,0.3178820100739152,0.4892969320559895,0.8110375757708437,0.7947676597524845,0.7010814580522223,0.6647133173397969,0.6361427620028192,0.36385723799718084,0.6073038990355321,0.39269610096446794,0.5352673230230526,0.4647326769769474,0.33881207194305796,0.661187928056942,0.3044355112156405,0.6955644887843595,0.2925243524067173,0.7074756475932826,0.28503688070807515,0.7149631192919248,0.6647133173397969,0.28503688070807515,0.7149631192919248,0.26240397202791815,0.3178820100739152,0.4892969320559895,0.8110375757708437,0.7947676597524845,0.7010814580522223,0.6647133173397969,0.6361427620028192,0.36385723799718084,0.6073038990355321,0.39269610096446794,0.5352673230230526,0.4647326769769474,0.33881207194305796,0.661187928056942,0.3044355112156405,0.6955644887843595,0.2925243524067173,0.7074756475932826,0.28503688070807515,0.7149631192919248,0.1693128859102596,5.495570666555937,2.4582693001122067,949.0,614.0,-335.0,5.694848301149382,2.5096574120660664,947.0,527.0,-420.0,5.476602212674665,2.4532810955129016,951.0,615.0,-336.0,2.758286001931009,1.4637720551750322,948.0,1.0,-947.0,5.6622339144789855,2.501371350142303,950.0,628.0,-322.0,5.64920502320184,2.4980478604872656,952.0,629.0,-323.0,5.572387844878889,2.758286001931009,2.4782956747393383,-447.1666666666667,9.71211797181672,0.47343182260564026,0.0,417.5360708743231,150.99375133543884,0.0,9.64232951715857,0.4902946269612527,0.0,9.71211797181672,150.99375133543884,0.1076,0.20726666666666665,0.32093333333333335,0.931461693548387,0.9385406345957011,0.9465343460799721,0.9569651209677419,0.9551246673490277,0.9580220359699668,,,,,,,,,,,,,,
2.0,PCC,0,True,0.21504292010943957,0.2622559856801208,0.4313309751773474,0.7996458151097844,0.8022970788513876,0.7222531070920805,0.699131987970125,0.6806698564300885,0.3193301435699115,0.613158502040341,0.38684149795965905,0.7086789605556925,0.29132103944430754,0.3550654873683833,0.6449345126316167,0.2794994261360975,0.7205005738639025,0.2574397470278668,0.7425602529721331,0.2511686992931195,0.7488313007068805,0.699131987970125,0.2511686992931195,0.7488313007068805,0.21504292010943957,0.2622559856801208,0.4313309751773474,0.7996458151097844,0.8022970788513876,0.7222531070920805,0.699131987970125,0.6806698564300885,0.3193301435699115,0.613158502040341,0.38684149795965905,0.7086789605556925,0.29132103944430754,0.3550654873683833,0.6449345126316167,0.2794994261360975,0.7205005738639025,0.2574397470278668,0.7425602529721331,0.2511686992931195,0.7488313007068805,0.11857526980994267,33.649893281492965,5.0725300243141875,949.0,5.0,-944.0,34.11388970325861,5.092287356894264,947.0,3.0,-944.0,33.01377188812976,5.044996073600075,951.0,4.0,-947.0,30.960624431576075,4.952362663761596,948.0,1.0,-947.0,35.17774715767432,5.136591188029188,950.0,6.0,-944.0,33.0805790507681,5.047912582914085,952.0,2.0,-950.0,33.36523616613053,30.960624431576075,5.060273810472131,-946.0,1643.8695294190945,83.39467438996344,0.0,1654.027203813511,83.89057548915054,0.0,72.29027191811555,0.34901656224634026,0.0,1643.8695294190945,83.89057548915054,0.09280000000000001,0.19206666666666666,0.297,0.9329149193548387,0.9382992152848857,0.9464904138292299,0.9530207661290323,0.9511049471170249,0.9548713113322856,,,,,,,,,,,,,,
2.0,PCC,1,True,0.21600705915654092,0.2610072527232694,0.43169019391138047,0.800097557973628,0.8012381562168696,0.7190503473045327,0.691982948925059,0.742907520481214,0.257092479518786,0.6511502264484417,0.34884977355155833,0.708295791398087,0.29170420860191304,0.3565165194453245,0.6434834805546755,0.2797194381215918,0.7202805618784083,0.25771480345937836,0.7422851965406216,0.2526551333133455,0.7473448666866545,0.691982948925059,0.2526551333133455,0.7473448666866545,0.21600705915654092,0.2610072527232694,0.43169019391138047,0.800097557973628,0.8012381562168696,0.7190503473045327,0.691982948925059,0.742907520481214,0.257092479518786,0.6511502264484417,0.34884977355155833,0.708295791398087,0.29170420860191304,0.3565165194453245,0.6434834805546755,0.2797194381215918,0.7202805618784083,0.25771480345937836,0.7422851965406216,0.2526551333133455,0.7473448666866545,0.13848014401600808,30.758485326133936,4.942912555720305,949.0,1.0,-948.0,31.36932080290239,4.971282387699979,947.0,3.0,-944.0,33.57255744812291,5.069210535920119,951.0,4.0,-947.0,29.73061388121571,4.893877347377525,948.0,5.0,-943.0,30.587380632779137,4.934864661087128,950.0,6.0,-944.0,33.42747046358407,5.062962281798496,952.0,2.0,-950.0,31.063903064518165,29.73061388121571,4.957167205296959,-946.0,1263.092696622352,67.46611343140687,0.0,1363.6175296033907,73.76002764152572,0.0,2254.9293324443174,168.85423975596086,0.0,1363.6175296033907,168.85423975596086,0.101,0.19513333333333333,0.29436666666666667,0.9322600806451613,0.9383920163766633,0.9458722891566265,0.9524959677419355,0.9507504605936541,0.9546410686223153,,,,,,,,,,,,,,
2.0,PCC,2,True,0.21128467758866337,0.26266122253323276,0.4361179130523681,0.801893833596183,0.8005789228986704,0.7172181492312116,0.698406912475889,0.6889413099178583,0.3110586900821417,0.6181780669913042,0.3818219330086958,0.689154921659628,0.310845078340372,0.35379536924847,0.64620463075153,0.27876990047512223,0.7212300995248777,0.2572773007812468,0.7427226992187532,0.25074724059086145,0.7492527594091385,0.698406912475889,0.25074724059086145,0.7492527594091385,0.21128467758866337,0.26266122253323276,0.4361179130523681,0.801893833596183,0.8005789228986704,0.7172181492312116,0.698406912475889,0.6889413099178583,0.3110586900821417,0.6181780669913042,0.3818219330086958,0.689154921659628,0.310845078340372,0.35379536924847,0.64620463075153,0.27876990047512223,0.7212300995248777,0.2572773007812468,0.7427226992187532,0.25074724059086145,0.7492527594091385,0.1232752414124394,27.15042437239004,4.762902843014892,949.0,3.0,-946.0,30.033917407339246,4.908520756780325,947.0,6.0,-941.0,25.152509474031813,4.652630440251381,951.0,1.0,-950.0,28.790557844871923,4.847523837669688,948.0,7.0,-941.0,27.024206010388024,4.756180326105267,950.0,2.0,-948.0,30.011071824942327,4.907422939612163,952.0,4.0,-948.0,27.97049110863098,25.152509474031813,4.805833679905124,-945.6666666666666,1610.6949632565047,97.57734969256765,0.0,58.12372271641543,0.11831291830271018,0.0,1394.6515045672163,81.56443978099833,0.0,1394.6515045672163,97.57734969256765,0.0998,0.19646666666666668,0.30283333333333334,0.933071370967742,0.9393111566018424,0.9471075955997905,0.9537020161290323,0.9517580348004094,0.9553598393574297,,,,,,,,,,,,,,
2.0,t-SNE,0,True,0.3459453906743717,0.36261099083858966,0.4896151709962876,0.8101832347066174,0.7564711420238339,0.6174511926243609,0.5195507277153999,0.4915000796231897,0.5084999203768104,0.4402489644558069,0.559751035544193,0.42242911966614705,0.577570880333853,0.29775274391374534,0.7022472560862547,0.27035648925524525,0.7296435107447548,0.26435279471466133,0.7356472052853387,0.27674774554684595,0.7232522544531541,0.5195507277153999,0.27674774554684595,0.7232522544531541,0.3459453906743717,0.36261099083858966,0.4896151709962876,0.8101832347066174,0.7564711420238339,0.6174511926243609,0.5195507277153999,0.4915000796231897,0.5084999203768104,0.4402489644558069,0.559751035544193,0.42242911966614705,0.577570880333853,0.29775274391374534,0.7022472560862547,0.27035648925524525,0.7296435107447548,0.26435279471466133,0.7356472052853387,0.27674774554684595,0.7232522544531541,0.08516924242000504,2.4596132463403078,1.2984314816407516,949.0,997.0,48.0,1.7286338639094052,0.7896323289809024,947.0,995.0,48.0,1.6700349562421326,0.7398783007049384,951.0,999.0,48.0,1.8045080146253263,0.8516055509018319,948.0,996.0,48.0,2.356186235050349,1.2364535755711457,950.0,998.0,48.0,1.5998099746176209,0.6779005520139859,952.0,1000.0,48.0,1.7665709392673659,1.5998099746176209,0.8209516839437216,48.0,1.559308989074139e-05,1.3633671807462767e-05,0.0,0.0001700121709379153,4.091883333454872e-05,0.0,3.855108708494545e-05,5.9027813093334174e-05,0.0,3.855108708494545e-05,5.9027813093334174e-05,0.48319999999999996,0.448,0.4649,0.983,0.972625452064142,0.968957290029684,0.9759629032258065,0.9663852610030707,0.9643810022699494,,,,,,,,,,,,,,
2.0,t-SNE,1,True,0.34038235092508407,0.3613378919001854,0.4890471240052988,0.8088484933437624,0.753330430711122,0.6147062972056205,0.5122582876946027,0.48772554987189987,0.5122744501281001,0.43688274645415365,0.5631172535458464,0.4396211319940092,0.5603788680059908,0.32369162559146175,0.6763083744085383,0.2941346772217619,0.7058653227782381,0.2854490282064144,0.7145509717935856,0.29823764038956607,0.7017623596104339,0.5122582876946027,0.29823764038956607,0.7017623596104339,0.34038235092508407,0.3613378919001854,0.4890471240052988,0.8088484933437624,0.753330430711122,0.6147062972056205,0.5122582876946027,0.48772554987189987,0.5122744501281001,0.43688274645415365,0.5631172535458464,0.4396211319940092,0.5603788680059908,0.32369162559146175,0.6763083744085383,0.2941346772217619,0.7058653227782381,0.2854490282064144,0.7145509717935856,0.29823764038956607,0.7017623596104339,0.0819182683789626,1.337804665984454,0.41986748220656667,949.0,997.0,48.0,1.4980367395895264,0.5830730065561051,947.0,995.0,48.0,1.4055915948145266,0.4911774694272988,951.0,999.0,48.0,1.5636506269861268,0.64491820125135,948.0,996.0,48.0,1.2814499378193527,0.3577771182155008,950.0,998.0,48.0,1.3464869579813812,0.42920025602101214,952.0,1000.0,48.0,1.3760392763979539,1.2814499378193527,0.4605216495864235,48.0,3.43761858294007e-05,0.0001906478654970283,0.0,0.00778897267041647,0.004069478120014809,0.0,0.0023869429031233855,0.0030459875033119785,0.0,0.0023869429031233855,0.004069478120014809,0.47220000000000006,0.44299999999999995,0.4628333333333333,0.9858362903225807,0.9732867963152507,0.9688192771084337,0.9751534274193548,0.9661082224496759,0.9641286537454165,,,,,,,,,,,,,,
2.0,t-SNE,2,True,0.3484273182979084,0.36690767239885536,0.4949370071437471,0.812201606934363,0.7588895171017449,0.6144341660288958,0.49804053709439555,0.4863252104926881,0.5136747895073119,0.4375163809163723,0.5624836190836278,0.4403527933641879,0.559647206635812,0.3226964968360352,0.6773035031639648,0.292844975283391,0.707155024716609,0.28545994999051777,0.7145400500094823,0.2997964881792316,0.7002035118207683,0.49804053709439555,0.2997964881792316,0.7002035118207683,0.3484273182979084,0.36690767239885536,0.4949370071437471,0.812201606934363,0.7588895171017449,0.6144341660288958,0.49804053709439555,0.4863252104926881,0.5136747895073119,0.4375163809163723,0.5624836190836278,0.4403527933641879,0.559647206635812,0.3226964968360352,0.6773035031639648,0.292844975283391,0.707155024716609,0.28545994999051777,0.7145400500094823,0.2997964881792316,0.7002035118207683,0.06254298795952033,1.251021867245691,0.32310700732243375,949.0,999.0,50.0,1.5692070242128193,0.6500356984516327,947.0,995.0,48.0,1.468126013367836,0.5539758040520295,951.0,997.0,46.0,1.6380749973314948,0.7120014105816836,948.0,996.0,48.0,1.1984148881346228,0.26112745189375497,950.0,1000.0,50.0,1.4063888843850976,0.4919955730727166,952.0,998.0,46.0,1.437257448876467,1.1984148881346228,0.523318507828676,48.0,8.095313790448447e-05,3.1853881696505914e-05,0.0,0.00028509983945772553,2.6535746420754912e-05,0.0,6.798703979127761e-05,5.3009649946733986e-05,0.0,8.095313790448447e-05,5.3009649946733986e-05,0.47779999999999995,0.4427333333333333,0.46216666666666667,0.9835504032258064,0.9729868986693961,0.9687632966649206,0.9762685483870968,0.9666353462981917,0.9651262091845644,,,,,,,,,,,,,,
