dim,n,method,seed,stochastic,shepard_p5__vs_ambient,shepard_p10__vs_ambient,shepard_p20__vs_ambient,shepard_p30__vs_ambient,shepard_p50__vs_ambient,shepard_p75__vs_ambient,shepard_p100__vs_ambient,stress_p5__vs_ambient,stress_fidelity_p5__vs_ambient,stress_p10__vs_ambient,stress_fidelity_p10__vs_ambient,stress_p20__vs_ambient,stress_fidelity_p20__vs_ambient,stress_p30__vs_ambient,stress_fidelity_p30__vs_ambient,stress_p50__vs_ambient,stress_fidelity_p50__vs_ambient,stress_p75__vs_ambient,stress_fidelity_p75__vs_ambient,stress_p100__vs_ambient,stress_fidelity_p100__vs_ambient,full_shepard,full_stress,full_stress_fidelity,shepard_p5__vs_truth,shepard_p10__vs_truth,shepard_p20__vs_truth,shepard_p30__vs_truth,shepard_p50__vs_truth,shepard_p75__vs_truth,shepard_p100__vs_truth,stress_p5__vs_truth,stress_fidelity_p5__vs_truth,stress_p10__vs_truth,stress_fidelity_p10__vs_truth,stress_p20__vs_truth,stress_fidelity_p20__vs_truth,stress_p30__vs_truth,stress_fidelity_p30__vs_truth,stress_p50__vs_truth,stress_fidelity_p50__vs_truth,stress_p75__vs_truth,stress_fidelity_p75__vs_truth,stress_p100__vs_truth,stress_fidelity_p100__vs_truth,cluster_ratio_truth,cluster_ratio_2d,cluster_over_compression,recall_k5,recall_k15,recall_k30,trust_k5,trust_k15,trust_k30,cont_k5,cont_k15,cont_k30,knn_acc_k10,silhouette_2d,data_seed
20,1000,toorPIA,0,True,0.3267697141595988,0.3840003186828273,0.4187418171175835,0.4278346118926729,0.4510515234606753,0.4968375881434746,0.5846350563846133,0.6358532158558504,0.3641467841441496,0.6053857822677713,0.3946142177322287,0.552320075397693,0.447679924602307,0.5170635032400918,0.4829364967599082,0.4694971109969605,0.5305028890030394,0.4282828048826232,0.5717171951173767,0.3927473805776044,0.6072526194223956,0.5846350563846133,0.3927473805776044,0.6072526194223956,-0.0010866858981885,0.004586737598763,0.0096126043181343,0.0120926908868102,0.6647545683723668,0.7377279714472047,0.6736085747178798,0.5372606860958951,0.4627393139041049,0.5398231840704277,0.4601768159295722,0.5479334624414586,0.4520665375585414,0.5665076941385261,0.4334923058614739,0.4761090838079414,0.5238909161920586,0.3653394264119602,0.6346605735880397,0.3256191660046706,0.6743808339953293,0.0075380522609235,0.2917545232255272,0.02583696793313,0.0477999999999999,0.0978,0.1595333333333333,0.7709300403225806,0.7688302968270215,0.7712265758686921,0.8943877016129033,0.8857658819515524,0.8776072289156627,1.0,0.6762712316258742,42
20,1000,toorPIA,1,True,0.3267698877594299,0.3840004744868923,0.418741847309601,0.4278345760463792,0.4510515109251051,0.4968375723572144,0.5846350763389696,0.6358529604223693,0.3641470395776307,0.6053855854027366,0.3946144145972634,0.5523199436236477,0.4476800563763523,0.5170633978143006,0.4829366021856994,0.4694970340656526,0.5305029659343474,0.428282757789656,0.571717242210344,0.3927473496006191,0.6072526503993809,0.5846350763389696,0.3927473496006191,0.6072526503993809,-0.0010868411916353,0.0045865842908831,0.0096123109222425,0.0120923774406526,0.6647544516450372,0.7377278794682536,0.6736084828824596,0.5372605507831263,0.4627394492168737,0.5398230440358088,0.4601769559641911,0.5479333835340542,0.4520666164659458,0.5665076856772442,0.4334923143227558,0.4761091573667644,0.5238908426332356,0.3653395150965008,0.6346604849034991,0.3256192607821942,0.6743807392178058,0.0075380522609235,0.2917572299108516,0.0258367282388405,0.0477999999999999,0.0978,0.1595333333333333,0.7709300403225806,0.7688302968270215,0.7712265758686921,0.8943883064516129,0.8857660184237461,0.8776072638379605,1.0,0.6762710882336257,42
20,1000,toorPIA,2,True,0.3267700979543125,0.384000521958605,0.4187418471611843,0.4278346075539951,0.4510515249592275,0.4968375666706398,0.5846350508274206,0.6358532248507096,0.3641467751492904,0.6053857703807606,0.3946142296192394,0.5523200629733686,0.4476799370266314,0.5170634898380078,0.4829365101619922,0.4694971012342085,0.5305028987657915,0.4282828023101332,0.5717171976898667,0.3927473791481435,0.6072526208518565,0.5846350508274206,0.3927473791481435,0.6072526208518565,-0.0010872128347307,0.0045866447325709,0.0096124583252374,0.0120926465609451,0.6647545405766554,0.7377279594391002,0.6736085730028617,0.537260658807314,0.462739341192686,0.5398231637589262,0.4601768362410737,0.5479334592488755,0.4520665407511245,0.5665077037840687,0.4334922962159313,0.4761090925157437,0.5238909074842563,0.3653394340451884,0.6346605659548116,0.3256191813295947,0.6743808186704052,0.0075380522609235,0.2917555288423205,0.0258368788788147,0.0477999999999999,0.0978,0.1595333333333333,0.7709300403225806,0.7688302968270215,0.7712203946219661,0.8943879032258064,0.8857659501876493,0.8776071590710669,1.0,0.6762712126281601,42
40,1000,Isomap,0,False,0.1938032914759077,0.1961730507056887,0.1972089700971914,0.1922391127938871,0.1862742232864465,0.1792268488661231,0.1763563352804692,0.5995334061492936,0.4004665938507064,0.5713135236699266,0.4286864763300734,0.5371585394983687,0.4628414605016313,0.5158185550284226,0.4841814449715774,0.4868853724528051,0.5131146275471948,0.4629685387377675,0.5370314612622324,0.4445710298672178,0.5554289701327821,0.1763563352804692,0.4445710298672178,0.5554289701327821,0.0054998701567025,0.0038405373417243,-0.0054848692593751,0.0001965339468956,0.6396853090925095,0.7174295859425401,0.659653590978501,0.5334302431942242,0.4665697568057758,0.5376610160544091,0.4623389839455909,0.5518129006769202,0.4481870993230797,0.5706544298327101,0.4293455701672899,0.4945675941492425,0.5054324058507574,0.3771836944039203,0.6228163055960797,0.3327549388497317,0.6672450611502683,0.0075380522609235,0.2862954275581181,0.0263296285421581,0.019,0.0488666666666666,0.0883333333333333,0.6476576612903227,0.6447799385875128,0.6501304347826087,0.8069108870967742,0.7737788468099625,0.743892264711018,0.973,0.6261789296598983,42
40,1000,PCA,0,False,0.1828435101308989,0.1916421480067746,0.2014349598568613,0.2070567951199339,0.2126807172120028,0.2246887059396123,0.2579862767949745,0.625811368897988,0.3741886311020119,0.5937964607476164,0.4062035392523836,0.5554892372960711,0.4445107627039288,0.5307670748993975,0.4692329251006025,0.4982931485777129,0.5017068514222871,0.4700081908152291,0.5299918091847708,0.4446944766466942,0.5553055233533057,0.2579862767949745,0.4446944766466942,0.5553055233533057,-0.0053668086900532,0.0009275794841321,-0.0001796182480429,-0.0043471941648032,0.6603378090405517,0.7378908662481729,0.6677044814379217,0.5209310420005083,0.4790689579994917,0.5246068803233097,0.4753931196766903,0.5374517734461587,0.4625482265538413,0.5598196775978179,0.4401803224021821,0.4327299145284902,0.5672700854715098,0.3275532138540871,0.6724467861459129,0.2897446151720867,0.7102553848279133,0.0075380522609235,0.254512319930704,0.0296176321168891,0.033,0.0706666666666666,0.1157,0.6951540322580645,0.6936126236779256,0.6980728479133927,0.8288631048387096,0.7905818491982258,0.7655785577090972,0.999,0.6996696780335506,42
40,1000,PCC,0,True,0.2318947078158954,0.2622379189259693,0.2959571728979785,0.3282888886982135,0.3900453129080412,0.4766577750638457,0.6091657086544096,0.663322026587575,0.336677973412425,0.6305417818392581,0.3694582181607418,0.5946575234822634,0.4053424765177366,0.5704781115123431,0.4295218884876569,0.5352925099378578,0.4647074900621422,0.5038012334924952,0.4961987665075048,0.4868713633044607,0.5131286366955392,0.6091657086544096,0.4868713633044607,0.5131286366955392,-0.0042078716789635,0.003364301202982,0.0077478721873192,0.0098337120830418,0.249122455409825,0.2521461185885985,0.2086369338083317,0.6436227673446919,0.3563772326553081,0.646729397341918,0.3532706026580819,0.654163437761818,0.345836562238182,0.6694291328885836,0.3305708671114163,0.7927568919761063,0.2072431080238936,0.6886439837665173,0.3113560162334827,0.6416744421465789,0.3583255578534211,0.0075380522609235,0.6306625532135302,0.0119525921152501,0.0295999999999999,0.0649333333333333,0.1065333333333333,0.6969979838709677,0.6907189355168883,0.688641208311507,0.8058326612903226,0.7898878198567042,0.7818217565915837,0.952,0.2551676424090044,42
40,1000,PCC,1,True,0.2371203975618666,0.266885458332363,0.3029208131463663,0.3327412557808199,0.3952343649032208,0.4803457020307962,0.6120213063199398,0.6568948067559608,0.3431051932440392,0.6237455009562971,0.3762544990437029,0.585077655014408,0.414922344985592,0.5608122424870197,0.4391877575129803,0.5262966509443712,0.4737033490556288,0.4955497720682772,0.5044502279317228,0.479012618598,0.520987381402,0.6120213063199398,0.479012618598,0.520987381402,-0.000664756364616,0.0038519734840188,0.0068596904281581,0.0157427095780836,0.3046207880256538,0.3120539388805687,0.263713598721655,0.6406762440227431,0.3593237559772568,0.6445762491469277,0.3554237508530723,0.6511553998232139,0.3488446001767861,0.663356730656346,0.3366432693436539,0.765367700060305,0.234632299939695,0.6598383382824057,0.3401616617175943,0.6135565117957733,0.3864434882042267,0.0075380522609235,0.5766689039830174,0.0130717162116055,0.0278,0.0626,0.1043,0.6945522177419354,0.6870359604230638,0.6893913741924218,0.8125249999999999,0.7963148413510747,0.7867295268028637,0.964,0.3268385135877026,42
40,1000,PCC,2,True,0.2376714878555968,0.2670348215690403,0.3008413372650427,0.3316043255969166,0.3936605654638045,0.4788670857251706,0.6097866676130398,0.6639045275376998,0.3360954724623002,0.6300585230356616,0.3699414769643384,0.5926824511184895,0.4073175488815105,0.5675874344389387,0.4324125655610613,0.5328067620312125,0.4671932379687875,0.50154631121929,0.4984536887807099,0.4844170741840015,0.5155829258159985,0.6097866676130398,0.4844170741840015,0.5155829258159985,-7.044165950055879e-05,0.0071224511929458,0.0142452186017577,0.0225658961909231,0.2963536003039014,0.3031409519862837,0.2548446546194529,0.6463989430403255,0.3536010569596745,0.6495586095437766,0.3504413904562233,0.6560914234088744,0.3439085765911256,0.6686537608603379,0.3313462391396621,0.7736555725038531,0.2263444274961469,0.6677577134904547,0.3322422865095453,0.6213943539130836,0.3786056460869164,0.0075380522609235,0.5874164569827961,0.0128325520528349,0.0291999999999999,0.0648666666666666,0.1032333333333333,0.6914627016129032,0.6828388263391334,0.6886404050986555,0.8091104838709677,0.7932608665984305,0.7837750654793085,0.967,0.3182426287414781,42
40,1000,PyMDE,0,True,0.1653466090104409,0.1865543396302693,0.2095322505793388,0.2309623084777212,0.2636708161349955,0.2997165602403495,0.3492476400805267,0.5205624963369558,0.4794375036630441,0.4934124372881711,0.5065875627118289,0.4659940985783135,0.5340059014216865,0.4497980379202079,0.5502019620797921,0.4321102103647919,0.5678897896352081,0.4225263537352945,0.5774736462647054,0.4228470933795078,0.5771529066204921,0.3492476400805267,0.4228470933795078,0.5771529066204921,-0.0039288651283745,0.0026492817454671,0.0028585537162637,0.0081771715451526,0.0286843228362954,0.01456708152667,0.008635127944606,0.5091001210954846,0.4908998789045153,0.5117389364709034,0.4882610635290966,0.5228257836899318,0.4771742163100682,0.5440525265941166,0.4559474734058834,0.8451058092477876,0.1548941907522124,0.735938929708885,0.264061070291115,0.6749381680874728,0.3250618319125272,0.0075380522609235,0.9806142084825828,0.0076870722407623,0.007,0.0275333333333333,0.0514,0.5653764112903226,0.5629209143636984,0.5628830801466737,0.6772004032258064,0.6716867280791539,0.6704292299633317,0.48,-0.018683882573028,42
40,1000,PyMDE,1,True,0.1579546748464001,0.1840935147220954,0.2084373258168573,0.2264569429079409,0.2601529642602291,0.2964583208365203,0.3527645078866855,0.5244865033411045,0.4755134966588955,0.498554192074469,0.501445807925531,0.4694437573960449,0.5305562426039552,0.4533650206615128,0.5466349793384873,0.4350208890983761,0.5649791109016239,0.4255966346957429,0.5744033653042571,0.4242177063053533,0.5757822936946466,0.3527645078866855,0.4242177063053533,0.5757822936946466,-0.0014580945246631,0.0107115575854113,0.0086667398540631,0.0093856267374277,0.0406146303034935,0.0289182113630326,0.0113704005387925,0.5146096175727092,0.4853903824272908,0.5146532335602694,0.4853467664397306,0.5260413651914294,0.4739586348085706,0.5467707990665781,0.4532292009334219,0.8427780552391978,0.1572219447608022,0.7327616287363218,0.2672383712636782,0.6733121570291154,0.3266878429708846,0.0075380522609235,0.971922408825234,0.0077558169175612,0.0116,0.0292,0.0537,0.5706397177419356,0.5691287615148413,0.5700118735812817,0.675820564516129,0.6736900716479017,0.6720277283045224,0.555,-0.0226223545689783,42
40,1000,PyMDE,2,True,0.1685435501797523,0.1863404437912123,0.2072717074311132,0.2307955402430107,0.2673569066900606,0.3038180070827755,0.3596009801631602,0.5339424435572864,0.4660575564427136,0.5037933482772791,0.4962066517227209,0.4741018475038033,0.5258981524961966,0.4565259215293284,0.5434740784706715,0.4376510899806574,0.5623489100193426,0.4273711888975147,0.5726288111024853,0.425261803449671,0.574738196550329,0.3596009801631602,0.425261803449671,0.574738196550329,-0.0006159276375942,0.0093852189056678,0.0079427209132813,0.0139434599524364,0.0621894085629453,0.0520847434124609,0.0311764761180393,0.5168589221047789,0.4831410778952211,0.519287051883257,0.480712948116743,0.530676594770015,0.4693234052299849,0.5513785095715718,0.4486214904284282,0.8393131880030311,0.1606868119969688,0.7279347047840055,0.2720652952159945,0.668596446939608,0.331403553060392,0.0075380522609235,0.948914777719874,0.0079438664439778,0.0162,0.0368666666666666,0.0622666666666666,0.5807417338709677,0.5777572159672466,0.5775763925266283,0.692364314516129,0.6815729102695325,0.6795913043478261,0.687,-0.0126731947289628,42
40,1000,UMAP,0,True,0.2337011666170404,0.2222762610348753,0.207999003724717,0.2024864128186748,0.1970020228572942,0.1933620261300231,0.2067915364727939,0.6001399607920499,0.3998600392079501,0.5628145273162226,0.4371854726837774,0.525849037218689,0.4741509627813109,0.5037450539000072,0.4962549460999927,0.4751663865407687,0.5248336134592313,0.4513231382321077,0.5486768617678923,0.4310925885547471,0.5689074114452529,0.2067915364727939,0.4310925885547471,0.5689074114452529,0.005394674847688,0.0012080416947619,0.0028040154892012,0.0021490972504213,0.6427326090177072,0.7162880043032795,0.6485602435454526,0.4973324554475833,0.5026675445524167,0.5029975598608987,0.4970024401391013,0.5154187998721854,0.4845812001278146,0.5384886642224972,0.4615113357775028,0.5115083717672612,0.4884916282327388,0.3913412704123751,0.6086587295876249,0.3474312937475219,0.6525687062524781,0.0075380522609235,0.3331170563042051,0.0226288390770353,0.1334,0.1564,0.1741333333333333,0.7468860887096774,0.7265983623336745,0.7199225423432862,0.8577366935483871,0.7968577277379734,0.7580241662301379,0.996,0.6060399084774402,42
40,1000,UMAP,1,True,0.231467055051064,0.2218160365223592,0.2057738831837524,0.1995732025663121,0.1917414344351897,0.1884235536181002,0.1978606090874004,0.6039534076412134,0.3960465923587866,0.5658875815388635,0.4341124184611364,0.5287770035329834,0.4712229964670166,0.5062081030209881,0.4937918969790119,0.4775907691545848,0.5224092308454151,0.4534679019700127,0.5465320980299873,0.4334771489808998,0.5665228510191003,0.1978606090874004,0.4334771489808998,0.5665228510191003,-0.0023259062889516,-0.0005465614579183,0.0041877459792739,0.0064579852510184,0.6477429973951051,0.7146228855376021,0.637255538908101,0.5091639120573123,0.4908360879426877,0.5134487883027088,0.4865512116972912,0.5221655236696977,0.4778344763303023,0.5422211131906339,0.457778886809366,0.4987642342129997,0.5012357657870002,0.3831283923144189,0.6168716076855811,0.3416217511597453,0.6583782488402546,0.0075380522609235,0.3248961304663534,0.0232014220978979,0.134,0.1510666666666666,0.1701333333333333,0.7398006048387097,0.7217858751279427,0.708677702112799,0.8575211693548387,0.7939969293756397,0.7550341190850358,0.994,0.6139698483858477,42
